240;Senná rıma;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;"";"";"";"";"";"";""
241;Astma;82;-;-;-;-;-;-;-;4;4;7;13;23;29;2;-;"";"";"";"";"";"";""
242;Angioneurotickı oedem;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
243;Kopøivka;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
244;Allergickı ekzém;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
245;Ostatní allergické poruchy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
250;Vole prosté;14;-;-;-;-;-;-;-;-;-;-;3;7;4;-;-;"";"";"";"";"";"";""
251;Vole uzlovité netoxické;13;-;-;-;-;-;-;-;-;1;1;2;5;4;-;-;"";"";"";"";"";"";""
252;Thyreotoxikosa s voletem nebo bez nìho;165;-;-;-;-;-;-;-;3;6;15;51;74;15;1;-;"";"";"";"";"";"";""
253;Myxoedema a kretenismus;8;-;-;-;-;-;-;-;-;1;2;3;1;1;-;-;"";"";"";"";"";"";""
254;Ostatní nemoci štítné lázy;5;-;-;-;-;-;-;-;-;-;-;3;1;1;-;-;"";"";"";"";"";"";""
260;Úplavice cukrová;833;-;-;-;-;-;1;5;7;8;34;188;395;181;14;-;"";"";"";"";"";"";""
270;Poruchy vnitøní sekrece slinivky bøišní-jiné ne úplavice cukrová;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
271;Nemoci pøíštítnıch tìlísek;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
272;Nemoci hypofysy;7;-;-;-;-;-;-;-;2;1;2;1;-;1;-;-;"";"";"";"";"";"";""
273;Nemoci brzlíku;7;3;-;1;-;-;1;-;-;-;2;-;-;-;-;-;"";"";"";"";"";"";""
274;Nemoci nadledvinek;19;4;1;-;-;-;-;-;-;-;5;6;-;3;-;-;"";"";"";"";"";"";""
275;Poruchy èinnosti vajeèníkù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
276;Poruchy èinnosti varlat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
277;Poruchy èinnosti nìkolika láz s vnitøní sekrecí a ostatní nemoci láz s vnitøní sekrecí;2;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;"";"";"";"";"";"";""
280;Beri-Beri;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
281;Pellagra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
282;Kurdìje;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
283;Aktivní køivice;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
284;Pozdní následky køivice;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
285;Mìknutí kostí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
286;Jiné avitaminosy a stavy z nedostatku vıivy;2;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
287;Otylost, není-li vnitønì sekretorického pùvodu;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;"";"";"";"";"";"";""
288;Dna;2;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;"";"";"";"";"";"";""
289;Ostatní nemoci vımìny látkové;9;-;-;-;-;-;-;-;-;-;4;1;2;1;1;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
IV;Nemoci krve a krvotvorné tkánì;123;-;-;-;-;-;1;2;2;1;11;23;39;39;5;-;"";"";"";"";"";"";""
290;Zhoubná chudokrevnost a ostatní hyperchromní anemie;59;-;-;-;-;-;-;-;-;-;-;3;21;31;4;-;"";"";"";"";"";"";""
291;Chudokrevnost z nedostatku eleza;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;"";"";"";"";"";"";""
292;Jiné chudokrevnosti urèitého typu;6;-;-;-;-;-;-;1;1;-;-;2;1;1;-;-;"";"";"";"";"";"";""
293;Chudokrevnost blíe neurèeného typu;7;-;-;-;-;-;-;-;-;-;2;1;3;1;-;-;"";"";"";"";"";"";""
294;Polycythaemia;2;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;"";"";"";"";"";"";""
295;Krvácivost;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
296;Purpura a jiné haemorrhagické diathesy;8;-;-;-;-;-;-;1;1;-;2;1;1;1;1;-;"";"";"";"";"";"";""
297;Agranulocytosis;29;-;-;-;-;-;1;-;-;-;7;10;9;2;-;-;"";"";"";"";"";"";""
298;Nemoci sleziny;6;-;-;-;-;-;-;-;-;1;-;3;2;-;-;-;"";"";"";"";"";"";""
299;Ostastní nemoci krve a krvotvorné tkánì;3;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
V;Poruchy duševní, psychoneurosy a poruchy osobnosti;55;-;-;-;-;2;1;1;4;3;2;9;16;11;6;-;"";"";"";"";"";"";""
300;Schizofrenie;10;-;-;-;-;-;-;-;3;1;-;4;1;1;-;-;"";"";"";"";"";"";""
301;Maniodepresivita;2;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;"";"";"";"";"";"";""
302;Involuèní melancholie;3;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;"";"";"";"";"";"";""
303;Paranoické a paranoidní stavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
304;Senilní psychosy;23;-;-;-;-;-;-;-;-;-;-;1;8;8;6;-;"";"";"";"";"";"";""
305;Presenilní psychosy;3;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;"";"";"";"";"";"";""
306;Psychosy pøi arteriosklerose mozkové;2;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;"";"";"";"";"";"";""
307;Alkoholické psychosy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
308;Jiné psychosy urèitého pùvodu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
309;Jiné a blíe neurèené psychosy;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
310;Úzkostné reakce bez zmínky o tìlesnıch pøíznacích;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
311;Hysterické reakce bez zmínky o úzkostnıch reakcích;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
312;Fobie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
313;Obsedantní a impulsivní stavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
314;Neurotické a depresivní reakce;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
315;Psychoneurosy s tìlesnımi pøíznaky od cirkulaèního systému;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
316;Psychoneurosy s tìlesnımi pøíznaky od trávicího ústrojí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
317;Psychoneurosy s tìlesnımi pøíznaky od jinıch systémù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
318;Jiné psychoneurotické poruchy,smíšené nebo blíe neurèené;2;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;"";"";"";"";"";"";""
320;Psychopathická osobnost;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
321;Primitivní osobnost;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
322;Alkoholismus;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;"";"";"";"";"";"";""
323;Ostatní narkomanie a toxikomanie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
324;Úchylné chování v dìtství;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
325;Slabomyslnost;7;-;-;-;-;2;1;1;-;1;-;1;1;-;-;-;"";"";"";"";"";"";""
326;Jiné nebo blíe neurèené poruchy charakteru, chování a inteligence;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
VI;Nemoci ústrojí nervového a èidel;6 322;48;11;7;5;3;28;30;34;66;287;832;1 952;2 382;637;-;"";"";"";"";"";"";""
330;Subarachnoidální krvácení;12;-;-;-;-;-;-;-;1;-;2;2;3;4;-;-;"";"";"";"";"";"";""
331;Mozkové krvácení;3 865;3;-;-;-;1;4;7;5;24;167;531;1 241;1 489;393;-;"";"";"";"";"";"";""
332;Mozkovı vmetek a záha;836;3;1;-;-;-;-;1;1;6;32;129;287;319;57;-;"";"";"";"";"";"";""
333;Spasmy mozkovıch tepen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
334;Jiné a špatnì urèitelné cevní poruchy centrálního nervstva;1 241;4;2;1;2;-;4;1;2;7;24;112;357;542;183;-;"";"";"";"";"";"";""
340;Zánìt mozkomíšních plen;51;18;4;-;1;-;1;-;1;5;-;8;10;3;-;-;"";"";"";"";"";"";""
341;Phlebitis a thrombophlebitis nitrolebních splavù ilních;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
342;Nitrolební a nitropáteøní hlízy;4;-;-;-;-;-;1;-;1;-;-;2;-;-;-;-;"";"";"";"";"";"";""
343;Zánìt mozku, míchy a zánìt mozkomíšní;31;4;2;2;-;1;4;5;1;2;1;3;3;3;-;-;"";"";"";"";"";"";""
344;Pozdní následky nitrolebních hlíz nebo hnisavıch onemocnìní;7;2;1;-;-;-;2;-;-;-;1;-;-;-;1;-;"";"";"";"";"";"";""
345;Mnohoèetná sklerosa;119;-;-;-;-;-;-;4;9;15;47;25;16;3;-;-;"";"";"";"";"";"";""
350;Paralysis agitans;27;-;-;-;-;-;-;-;1;-;2;6;10;8;-;-;"";"";"";"";"";"";""
351;Mozková spastická dìtská obrna;13;1;-;2;1;-;2;3;3;-;-;-;1;-;-;-;"";"";"";"";"";"";""
352;Jiné mozkové obrny;19;-;-;-;-;-;-;2;-;-;1;3;9;4;-;-;"";"";"";"";"";"";""
353;Padoucnice;43;-;1;1;1;-;6;7;7;4;8;5;2;1;-;-;"";"";"";"";"";"";""
354;Migréna;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
355;Jiné nemoci mozku;14;1;-;-;-;1;1;-;-;1;1;1;4;2;2;-;"";"";"";"";"";"";""
356;Nemoci periferního neuronu a svalové atrofie;11;-;-;-;-;-;1;-;-;-;-;2;4;3;1;-;"";"";"";"";"";"";""
357;Ostatní nemoci míchy;10;-;-;-;-;-;-;-;1;1;1;2;4;1;-;-;"";"";"";"";"";"";""
360;Obrna nervu lícního;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
361;Neuralgie nervu trojklanného;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
362;Neuritis pletenì paní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
363;Ischias;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
364;Polyneuritis a polyradiculitis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
365;Erythrooedema polyneuriticum;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
366;Jiné a blíe neurèené druhy neuralgií a neuritid;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
367;Jiné nemoci mozkovıch nervù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
368;Jiné nemoci periferních nervù vyjma nervy vegetativní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
369;Nemoci periferní soustavy vegetativního nervstva;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
390;Zánìt vnìjšího ucha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
391;Zánìt støedního ucha bez zánìtu vıènìlku soscovitého;16;11;-;-;-;-;2;-;1;1;-;-;1;-;-;-;"";"";"";"";"";"";""
392;Zánì støedního ucha a zánìt vıènìlku soscovitého;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
393;Zánìt vıènìlku soscovitého bez zánìtu støedního ucha;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
394;Jiná zánìtlivá onemocnìní ucha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
395;Nemoc Méniérova;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
396;Jiné nemoci ucha a vıènìlku soscovitého;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
VII;Nemoci ústrojí cevního;15 811;7;2;2;-;-;23;51;106;199;660;1 814;4 429;6 309;2 209;-;"";"";"";"";"";"";""
400;Prudké reumatické onemocnìní bez postiení srdce;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;"";"";"";"";"";"";""
401;Prudké reumatické onemocnìní s postiením srdce;16;-;-;1;-;-;6;2;1;1;2;-;3;-;-;-;"";"";"";"";"";"";""
402;Chorea;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
410;Onemocnìní chlopnì dvojcípé;739;-;-;-;-;-;2;18;34;57;137;196;172;109;14;-;"";"";"";"";"";"";""
411;Onemocnìní chlopnì aortální urèené jako reumatické;15;-;-;-;-;-;-;-;2;-;1;2;4;6;-;-;"";"";"";"";"";"";""
412;Onemocnìní chlopnì trojcípé;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;"";"";"";"";"";"";""
413;Onemocnìní chlopnì pulmonální urèené jako reumatické;26;-;-;-;-;-;-;1;1;4;6;4;5;2;3;-;"";"";"";"";"";"";""
414;Jiné zánìty nitroblány srdeèní urèené jako reumatické;82;-;-;-;-;-;-;4;4;10;11;15;27;8;3;-;"";"";"";"";"";"";""
415;Jiné zánìty svalu srdeèního urèené jako reumatické;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
416;Jiné onemocnìní srdce urèené jako reumatické;153;-;-;-;-;-;6;5;6;12;27;37;30;27;3;-;"";"";"";"";"";"";""
420;Arteriosklerotické onemocnìní srdce a onemocnìní tepen vìnèitıch;2 733;-;-;-;-;-;-;2;5;22;135;468;1 043;892;166;-;"";"";"";"";"";"";""
421;Vleklé onemocnìní nitroblány srdeèní neoznaèen;133;-;-;-;-;-;1;3;6;11;16;30;35;25;6;-;"";"";"";"";"";"";""
422;Jiné degenerativní procesy svalu srdeèního;6 782;-;2;-;-;-;1;3;12;20;107;511;1 814;3 177;1 135;-;"";"";"";"";"";"";""
430;Prudkı a subakutní zánìt nitroblány srdeèní;22;-;-;-;-;-;-;-;5;-;4;5;3;5;-;-;"";"";"";"";"";"";""
431;Akutní zánìt svalu srdeèního neoznaèenı jako reumatickı;24;5;-;1;-;-;1;-;2;1;-;2;7;3;2;-;"";"";"";"";"";"";""
432;Prudké onemocnìní osrdeèníku oznaèené jako nereumatické;15;1;-;-;-;-;-;-;1;2;1;-;5;5;-;-;"";"";"";"";"";"";""
433;Poruchy srdeèní èinnosti;16;-;-;-;-;-;-;-;-;-;-;4;3;7;2;-;"";"";"";"";"";"";""
434;Jiné nebo blíe neurèené onemocnìní srdce;1 337;-;-;-;-;-;4;2;15;34;87;202;385;475;133;-;"";"";"";"";"";"";""
440;Esenciální nezhoubná hypertense s onemocnìním srdce;3;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;"";"";"";"";"";"";""
441;Esenciální zhoubná hypertense s onemocnìním srdce;9;-;-;-;-;-;-;-;-;1;2;3;-;3;-;-;"";"";"";"";"";"";""
442;Hypertense s onemocnìním srdce a arteriolární nefrosklerosou;66;-;-;-;-;-;-;1;3;4;5;16;22;13;2;-;"";"";"";"";"";"";""
443;Jiné nebo blíe neurèené hypertense s onemocnìním srdce;658;-;-;-;-;-;-;1;-;8;42;117;266;197;27;-;"";"";"";"";"";"";""
444;Esenciální nezhoubná hypertense bez postiení srdce;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
445;Esenciální zhoubná hypertense bez postiení srdce;4;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;"";"";"";"";"";"";""
446;Hypertense s arteriolární nefrosklerosou bez postiení srdce;115;-;-;-;-;-;-;-;-;1;13;39;32;25;5;-;"";"";"";"";"";"";""
447;Jiné hypertense bez postiení srdce;53;-;-;-;-;-;-;-;-;1;2;17;16;15;2;-;"";"";"";"";"";"";""
450;Celkové kornatìní tepen;2 270;-;-;-;-;-;-;-;-;-;7;46;390;1 162;665;-;"";"";"";"";"";"";""
451;Vıdu aorty oznaèená jako nesyfilitická;49;-;-;-;-;-;-;-;1;3;7;10;14;12;2;-;"";"";"";"";"";"";""
452;Jiné vıdutì vyjma vıdutì srdce a aorty;11;-;-;-;-;-;1;1;-;1;2;4;2;-;-;-;"";"";"";"";"";"";""
453;Onemocnìní periferních cév;5;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;"";"";"";"";"";"";""
454;Arteriální vmetky a záhatì;9;-;-;-;-;-;-;-;-;-;2;2;1;4;-;-;"";"";"";"";"";"";""
455;Snìti s neoznaèenou pøíèinou;105;-;-;-;-;-;-;1;1;-;3;7;31;41;21;-;"";"";"";"";"";"";""
456;Jiné nemoci tepen;3;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;"";"";"";"";"";"";""
460;ilní mìstky na dolních konèetinách;21;-;-;-;-;-;-;-;-;-;1;7;6;4;3;-;"";"";"";"";"";"";""
461;ilní mìstky koneèníku;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
462;Mìstky na jinıch urèitıch místech;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
463;Phlebitis a trombophlebitis dolních konèetin;16;-;-;-;-;-;-;1;-;1;3;1;6;4;-;-;"";"";"";"";"";"";""
464;Zánìt il jinıch míst;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
465;Plicní vmetek;306;-;-;-;-;-;-;5;5;5;33;58;102;85;13;-;"";"";"";"";"";"";""
466;Jiné ilní  vmetky a záhatì;6;-;-;-;-;-;-;-;1;-;-;3;2;-;-;-;"";"";"";"";"";"";""
467;Jiné nemoci soustavy obìhu krevního;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;"";"";"";"";"";"";""
468;Nìkteré nemoci uzlin a cest mízních;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
VIII;Nemoci ústrojí dıchacího;3 293;222;34;12;10;1;24;18;30;34;89;288;764;1 284;483;-;"";"";"";"";"";"";""
470;Prudkı zánìt nosohltanu;3;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
471;Prudkı zanìt vedlejších dutin nosních;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
472;Prudkı zánìt hltanu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
473;Prudkı zánìt mandlí;4;-;-;-;-;-;1;1;-;-;1;-;-;1;-;-;"";"";"";"";"";"";""
474;Prudkı zánìt hrtanu a prùdušnice;6;2;2;-;2;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
475;Prudkı zánìt horních cest dıchacích na nìkolika nebo blíe neurèenıch místech;3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
480;Chøipkovı zánìt plic;93;6;5;-;1;-;4;2;1;1;4;9;21;25;14;-;"";"";"";"";"";"";""
481;Chøipka plicní nebo blíe neurèená;60;-;-;1;-;-;1;-;1;-;-;4;19;20;14;-;"";"";"";"";"";"";""
482;Chøipka støevní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
483;Chøipka nervová;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
490;Lalokovı zánìt plic;188;6;-;-;1;-;-;1;3;1;7;31;53;72;13;-;"";"";"";"";"";"";""
491;Lalùèkovı zánìt plic;1 585;132;15;7;5;-;14;11;16;18;40;122;362;609;234;-;"";"";"";"";"";"";""
492;Prvotní netypickı zánìt plic;22;18;2;-;-;-;-;-;-;1;-;1;-;-;-;-;"";"";"";"";"";"";""
493;Jinı nebo blíe neurèenı zánìt plic;403;20;5;1;1;-;1;1;1;3;9;30;89;164;78;-;"";"";"";"";"";"";""
500;Prudkı zánìt prùdušek;28;6;1;-;-;-;2;-;-;-;-;1;4;10;4;-;"";"";"";"";"";"";""
501;Zánìt prùdušek blíe neurèenı;21;2;-;2;-;-;-;-;1;-;-;2;4;7;3;-;"";"";"";"";"";"";""
502;Vleklı zánìt prùdušek;201;2;-;-;-;-;-;-;-;3;4;22;57;81;32;-;"";"";"";"";"";"";""
510;Zbytnìní mandlí a tkánì adenoidní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
511;Peritonsilární hlíza;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
512;Vleklı zánìt hltanu a nosohltanu;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;"";"";"";"";"";"";""
515;Nosní polypy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
516;Vleklı zánìt hrtanu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
517;Jiná onemocnìní horních cest dıchacích;3;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;"";"";"";"";"";"";""
518;Empyem hrudníku;23;10;-;-;-;-;-;1;1;1;1;5;2;1;1;-;"";"";"";"";"";"";""
519;Zánìt pohrudnice;55;5;-;-;-;-;-;1;-;2;5;5;12;22;3;-;"";"";"";"";"";"";""
520;Spontánní pneumothorax;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
521;Plicní snì;45;10;1;-;-;-;-;-;-;1;4;6;12;11;-;-;"";"";"";"";"";"";""
522;Plicní pøekrvení a mìstnání krve v plicích;171;2;-;-;-;-;-;-;3;2;5;13;32;81;33;-;"";"";"";"";"";"";""
523;Zaprášení plic kyselinou køemièitou a køemièitanı;2;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;"";"";"";"";"";"";""
524;Jiná zaprášení a fibrosy plic;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
525;Jiné vleklé vmezeøené zánìty plic;7;-;-;-;-;-;1;-;2;-;-;3;-;-;1;-;"";"";"";"";"";"";""
526;Rozšíøení prùdušek;8;-;-;-;-;-;-;-;-;-;2;1;4;-;1;-;"";"";"";"";"";"";""
527;Jiná onemocnìní plic a hrudní dutiny;358;-;-;1;-;-;-;-;1;-;5;31;92;176;52;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
IX;Nemoci ústrojí trávicího;1 875;132;16;4;1;2;19;11;33;53;171;350;550;446;87;-;"";"";"";"";"";"";""
530;Zubní kazy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
531;Hlíza podpùrné tkánì zubu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
532;Jiná zánìtlivá onemocnìní podpùrné tkánìzubù;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;"";"";"";"";"";"";""
533;Poruchy skusu,rùstu a vıvoje zubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
534;Bolesti zubù z pøíèiny blíe neurèené;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
535;Jiné nemoci zubù a podpùrné tkánì zubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
536;Zánìt sliznice dutiny ústní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
537;Nemoci slinnıch láz;5;-;-;-;-;-;-;-;-;-;1;1;1;2;-;-;"";"";"";"";"";"";""
538;Jiné nemoci dutiny ústní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
539;Nemoci jícnu;5;-;-;-;-;-;-;-;-;-;1;1;3;-;-;-;"";"";"";"";"";"";""
540;aludeèní vøed;97;-;-;-;-;-;1;-;-;3;15;20;33;23;2;-;"";"";"";"";"";"";""
541;Dvanácterníkovı vøed;29;-;-;-;-;-;-;-;-;1;1;6;9;12;-;-;"";"";"";"";"";"";""
542;Gastrojejunální vøed;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
543;Zánìt aludku a dvanácterníku;34;2;-;-;-;-;-;-;-;1;-;4;3;18;6;-;"";"";"";"";"";"";""
544;Poruchy èinnosti aludeèní;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;"";"";"";"";"";"";""
545;Jiné nemoci aludku a dvanácterníku;4;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;"";"";"";"";"";"";""
550;Prudkı zánìt èervu;71;-;1;-;-;1;7;2;5;4;7;16;15;10;3;-;"";"";"";"";"";"";""
551;Zánìt èervu blíe neurèenı;4;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;"";"";"";"";"";"";""
552;Jiné zánìty èervu;4;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;"";"";"";"";"";"";""
553;Jiné nemoci èervu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
560;Kıla (bez blišího oznaèení);75;-;-;-;-;-;-;-;-;1;5;19;26;21;3;-;"";"";"";"";"";"";""
561;Kıla neprùchodná;104;1;-;-;-;-;-;-;-;-;5;19;40;30;9;-;"";"";"";"";"";"";""
570;Neprùchodnost støev bez zmínky o  kıle;248;10;1;-;-;-;4;3;6;8;18;40;66;73;19;-;"";"";"";"";"";"";""
571;Zánìt aludkostøevní a tlustého støeva;202;109;12;3;-;-;2;-;1;2;9;13;21;26;4;-;"";"";"";"";"";"";""
