240;Senná rıma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
241;Astma;74;-;-;-;-;-;-;1;2;3;8;13;19;19;9;-;"";"";"";"";"";"";""
242;Angioneurotickı oedem;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
243;Kopøivka;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
244;Allergickı ekzém;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
245;Ostatní allergické poruchy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
250;Vole prosté;7;-;-;-;-;-;-;-;-;-;-;1;2;4;-;-;"";"";"";"";"";"";""
251;Vole uzlovité netoxické;11;-;-;-;-;-;-;-;-;-;-;4;3;4;-;-;"";"";"";"";"";"";""
252;Thyreotoxikosa s voletem nebo bez nìho;147;-;-;-;-;-;-;-;-;3;21;50;61;11;1;-;"";"";"";"";"";"";""
253;Myxoedema a kretenismus;14;-;-;-;-;-;-;-;-;-;2;5;6;-;1;-;"";"";"";"";"";"";""
254;Ostatní nemoci štítné lázy;7;-;-;-;-;-;-;-;-;2;-;1;3;1;-;-;"";"";"";"";"";"";""
260;Úplavice cukrová;1 004;-;1;-;-;-;1;1;7;9;46;227;455;243;14;-;"";"";"";"";"";"";""
270;Poruchy vnitøní sekrece slinivky bøišní-jiné ne úplavice cukrová;2;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;"";"";"";"";"";"";""
271;Nemoci pøíštítnıch tìlísek;4;-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;"";"";"";"";"";"";""
272;Nemoci hypofysy;6;1;-;-;-;-;-;-;-;1;1;2;1;-;-;-;"";"";"";"";"";"";""
273;Nemoci brzlíku;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
274;Nemoci nadledvinek;17;4;-;-;1;-;1;-;-;1;3;1;3;2;1;-;"";"";"";"";"";"";""
275;Poruchy èinnosti vajeèníkù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
276;Poruchy èinnosti varlat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
277;Poruchy èinnosti nìkolika láz s vnitøní sekrecí a ostatní nemoci láz s vnitøní sekrecí;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
280;Beri-Beri;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
281;Pellagra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
282;Kurdìje;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
283;Aktivní køivice;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
284;Pozdní následky køivice;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
285;Mìknutí kostí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
286;Jiné avitaminosy a stavy z nedostatku vıivy;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;"";"";"";"";"";"";""
287;Otylost, není-li vnitønì sekretorického pùvodu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
288;Dna;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
289;Ostatní nemoci vımìny látkové;7;1;1;-;-;-;-;-;-;2;2;1;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
IV;Nemoci krve a krvotvorné tkánì;144;4;1;-;-;-;1;1;1;4;13;32;42;36;9;-;"";"";"";"";"";"";""
290;Zhoubná chudokrevnost a ostatní hyperchromní anemie;62;-;-;-;-;-;-;-;-;2;1;6;21;25;7;-;"";"";"";"";"";"";""
291;Chudokrevnost z nedostatku eleza;3;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;"";"";"";"";"";"";""
292;Jiné chudokrevnosti urèitého typu;13;-;-;-;-;-;1;-;-;-;2;5;4;-;1;-;"";"";"";"";"";"";""
293;Chudokrevnost blíe neurèeného typu;10;-;-;-;-;-;-;-;-;-;1;1;5;3;-;-;"";"";"";"";"";"";""
294;Polycythaemia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
295;Krvácivost;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
296;Purpura a jiné haemorrhagické diathesy;6;1;1;-;-;-;-;1;1;-;-;1;1;-;-;-;"";"";"";"";"";"";""
297;Agranulocytosis;26;-;-;-;-;-;-;-;-;2;4;11;6;3;-;-;"";"";"";"";"";"";""
298;Nemoci sleziny;7;1;-;-;-;-;-;-;-;-;1;1;2;2;-;-;"";"";"";"";"";"";""
299;Ostastní nemoci krve a krvotvorné tkánì;17;2;-;-;-;-;-;-;-;-;4;6;2;2;1;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
V;Poruchy duševní, psychoneurosy a poruchy osobnosti;46;-;-;1;-;-;-;2;2;2;9;4;9;15;2;-;"";"";"";"";"";"";""
300;Schizofrenie;7;-;-;-;-;-;-;-;2;1;2;1;-;1;-;-;"";"";"";"";"";"";""
301;Maniodepresivita;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
302;Involuèní melancholie;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
303;Paranoické a paranoidní stavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
304;Senilní psychosy;19;-;-;-;-;-;-;-;-;-;1;-;6;10;2;-;"";"";"";"";"";"";""
305;Presenilní psychosy;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;"";"";"";"";"";"";""
306;Psychosy pøi arteriosklerose mozkové;2;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;"";"";"";"";"";"";""
307;Alkoholické psychosy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
308;Jiné psychosy urèitého pùvodu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
309;Jiné a blíe neurèené psychosy;4;-;-;-;-;-;-;-;-;-;2;-;2;-;-;-;"";"";"";"";"";"";""
310;Úzkostné reakce bez zmínky o tìlesnıch pøíznacích;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
311;Hysterické reakce bez zmínky o úzkostnıch reakcích;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
312;Fobie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
313;Obsedantní a impulsivní stavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
314;Neurotické a depresivní reakce;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
315;Psychoneurosy s tìlesnımi pøíznaky od cirkulaèního systému;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;"";"";"";"";"";"";""
316;Psychoneurosy s tìlesnımi pøíznaky od trávicího ústrojí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
317;Psychoneurosy s tìlesnımi pøíznaky od jinıch systémù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
318;Jiné psychoneurotické poruchy,smíšené nebo blíe neurèené;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
320;Psychopathická osobnost;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
321;Primitivní osobnost;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
322;Alkoholismus;4;-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;"";"";"";"";"";"";""
323;Ostatní narkomanie a toxikomanie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
324;Úchylné chování v dìtství;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
325;Slabomyslnost;7;-;-;1;-;-;-;2;-;1;2;-;-;1;-;-;"";"";"";"";"";"";""
326;Jiné nebo blíe neurèené poruchy charakteru, chování a inteligence;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
VI;Nemoci ústrojí nervového a èidel;6 817;35;17;5;5;4;43;19;40;69;330;852;2 093;2 577;728;-;"";"";"";"";"";"";""
330;Subarachnoidální krvácení;10;-;-;-;-;-;-;-;-;-;3;3;1;3;-;-;"";"";"";"";"";"";""
331;Mozkové krvácení;4 190;-;-;-;1;-;3;2;10;22;191;569;1 346;1 613;433;-;"";"";"";"";"";"";""
332;Mozkovı vmetek a záha;1 020;1;4;1;-;-;1;1;3;5;30;126;359;382;107;-;"";"";"";"";"";"";""
333;Spasmy mozkovıch tepen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
334;Jiné a špatnì urèitelné cevní poruchy centrálního nervstva;1 206;1;1;1;-;-;9;-;4;4;34;89;333;545;185;-;"";"";"";"";"";"";""
340;Zánìt mozkomíšních plen;49;15;6;1;-;-;4;-;2;1;7;5;5;3;-;-;"";"";"";"";"";"";""
341;Phlebitis a thrombophlebitis nitrolebních splavù ilních;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
342;Nitrolební a nitropáteøní hlízy;7;1;-;-;-;-;1;-;-;2;-;1;2;-;-;-;"";"";"";"";"";"";""
343;Zánìt mozku, míchy a zánìt mozkomíšní;36;2;2;1;1;-;7;4;1;2;4;7;4;1;-;-;"";"";"";"";"";"";""
344;Pozdní následky nitrolebních hlíz nebo hnisavıch onemocnìní;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;"";"";"";"";"";"";""
345;Mnohoèetná sklerosa;114;-;-;-;-;-;-;2;10;23;38;24;13;4;-;-;"";"";"";"";"";"";""
350;Paralysis agitans;32;-;-;-;-;-;-;-;-;1;5;4;11;10;1;-;"";"";"";"";"";"";""
351;Mozková spastická dìtská obrna;26;1;2;-;1;1;10;6;3;-;-;-;2;-;-;-;"";"";"";"";"";"";""
352;Jiné mozkové obrny;6;-;-;-;-;-;-;-;-;1;-;-;3;1;1;-;"";"";"";"";"";"";""
353;Padoucnice;41;-;-;1;1;2;3;3;3;3;6;11;2;6;-;-;"";"";"";"";"";"";""
354;Migréna;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
355;Jiné nemoci mozku;14;-;-;-;-;1;5;-;1;-;3;2;-;2;-;-;"";"";"";"";"";"";""
356;Nemoci periferního neuronu a svalové atrofie;13;-;-;-;-;-;-;-;1;-;2;5;4;1;-;-;"";"";"";"";"";"";""
357;Ostatní nemoci míchy;18;-;-;-;-;-;-;-;1;3;5;4;4;1;-;-;"";"";"";"";"";"";""
360;Obrna nervu lícního;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
361;Neuralgie nervu trojklanného;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
362;Neuritis pletenì paní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
363;Ischias;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
364;Polyneuritis a polyradiculitis;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
365;Erythrooedema polyneuriticum;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
366;Jiné a blíe neurèené druhy neuralgií a neuritid;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
367;Jiné nemoci mozkovıch nervù;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
368;Jiné nemoci periferních nervù vyjma nervy vegetativní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
369;Nemoci periferní soustavy vegetativního nervstva;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;"";"";"";"";"";"";""
390;Zánìt vnìjšího ucha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
391;Zánìt støedního ucha bez zánìtu vıènìlku soscovitého;25;12;2;-;1;-;-;1;1;1;1;1;2;3;-;-;"";"";"";"";"";"";""
392;Zánì støedního ucha a zánìt vıènìlku soscovitého;4;1;-;-;-;-;-;-;-;1;1;-;1;-;-;-;"";"";"";"";"";"";""
393;Zánìt vıènìlku soscovitého bez zánìtu støedního ucha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
394;Jiná zánìtlivá onemocnìní ucha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
395;Nemoc Méniérova;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
396;Jiné nemoci ucha a vıènìlku soscovitého;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
VII;Nemoci ústrojí cevního;16 450;9;11;2;2;-;15;22;71;166;646;1 869;4 622;6 584;2 431;-;"";"";"";"";"";"";""
400;Prudké reumatické onemocnìní bez postiení srdce;3;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;"";"";"";"";"";"";""
401;Prudké reumatické onemocnìní s postiením srdce;6;-;-;-;-;-;1;-;1;1;-;1;1;1;-;-;"";"";"";"";"";"";""
402;Chorea;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
410;Onemocnìní chlopnì dvojcípé;666;1;1;-;1;-;3;9;24;41;134;192;171;72;17;-;"";"";"";"";"";"";""
411;Onemocnìní chlopnì aortální urèené jako reumatické;13;-;-;-;-;-;-;-;-;-;2;3;3;5;-;-;"";"";"";"";"";"";""
412;Onemocnìní chlopnì trojcípé;3;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;"";"";"";"";"";"";""
413;Onemocnìní chlopnì pulmonální urèené jako reumatické;50;-;-;-;-;-;-;-;3;8;7;14;12;6;-;-;"";"";"";"";"";"";""
414;Jiné zánìty nitroblány srdeèní urèené jako reumatické;85;-;-;-;-;-;-;2;2;6;12;25;22;16;-;-;"";"";"";"";"";"";""
415;Jiné zánìty svalu srdeèního urèené jako reumatické;6;-;-;-;-;-;-;-;-;-;-;-;3;3;-;-;"";"";"";"";"";"";""
416;Jiné onemocnìní srdce urèené jako reumatické;135;-;-;-;-;-;1;-;6;10;32;37;30;17;2;-;"";"";"";"";"";"";""
420;Arteriosklerotické onemocnìní srdce a onemocnìní tepen vìnèitıch;3 002;-;-;-;-;-;1;1;4;19;115;534;1 175;939;214;-;"";"";"";"";"";"";""
421;Vleklé onemocnìní nitroblány srdeèní neoznaèen;207;-;-;-;-;-;2;1;2;16;37;53;47;38;11;-;"";"";"";"";"";"";""
422;Jiné degenerativní procesy svalu srdeèního;6 690;-;3;-;-;-;2;3;9;15;91;423;1 707;3 216;1 221;-;"";"";"";"";"";"";""
430;Prudkı a subakutní zánìt nitroblány srdeèní;18;-;-;-;-;-;-;1;3;2;3;1;4;4;-;-;"";"";"";"";"";"";""
431;Akutní zánìt svalu srdeèního neoznaèenı jako reumatickı;29;8;4;2;1;-;3;2;-;1;2;3;2;1;-;-;"";"";"";"";"";"";""
432;Prudké onemocnìní osrdeèníku oznaèené jako nereumatické;7;-;-;-;-;-;-;-;-;-;1;-;4;2;-;-;"";"";"";"";"";"";""
433;Poruchy srdeèní èinnosti;13;-;-;-;-;-;-;-;-;1;2;4;2;3;1;-;"";"";"";"";"";"";""
434;Jiné nebo blíe neurèené onemocnìní srdce;1 660;-;3;-;-;-;1;1;6;28;89;219;543;601;169;-;"";"";"";"";"";"";""
440;Esenciální nezhoubná hypertense s onemocnìním srdce;3;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;"";"";"";"";"";"";""
441;Esenciální zhoubná hypertense s onemocnìním srdce;8;-;-;-;-;-;-;-;-;-;1;1;4;2;-;-;"";"";"";"";"";"";""
442;Hypertense s onemocnìním srdce a arteriolární nefrosklerosou;90;-;-;-;-;-;-;-;-;-;5;16;31;31;7;-;"";"";"";"";"";"";""
443;Jiné nebo blíe neurèené hypertense s onemocnìním srdce;679;-;-;-;-;-;-;-;-;2;46;128;259;216;28;-;"";"";"";"";"";"";""
444;Esenciální nezhoubná hypertense bez postiení srdce;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;"";"";"";"";"";"";""
445;Esenciální zhoubná hypertense bez postiení srdce;4;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;"";"";"";"";"";"";""
446;Hypertense s arteriolární nefrosklerosou bez postiení srdce;90;-;-;-;-;-;-;-;-;2;10;25;30;21;2;-;"";"";"";"";"";"";""
447;Jiné hypertense bez postiení srdce;25;-;-;-;-;-;-;-;-;1;2;8;5;9;-;-;"";"";"";"";"";"";""
450;Celkové kornatìní tepen;2 376;-;-;-;-;-;-;-;2;-;12;64;378;1 205;715;-;"";"";"";"";"";"";""
451;Vıdu aorty oznaèená jako nesyfilitická;48;-;-;-;-;-;-;-;1;1;1;15;16;11;3;-;"";"";"";"";"";"";""
452;Jiné vıdutì vyjma vıdutì srdce a aorty;8;-;-;-;-;-;-;1;1;2;1;1;-;2;-;-;"";"";"";"";"";"";""
453;Onemocnìní periferních cév;8;-;-;-;-;-;-;-;-;-;-;-;3;3;2;-;"";"";"";"";"";"";""
454;Arteriální vmetky a záhatì;16;-;-;-;-;-;-;-;-;1;-;3;2;7;3;-;"";"";"";"";"";"";""
455;Snìti s neoznaèenou pøíèinou;119;-;-;-;-;-;-;-;1;-;3;8;34;54;19;-;"";"";"";"";"";"";""
456;Jiné nemoci tepen;5;-;-;-;-;-;-;-;1;-;1;-;1;1;1;-;"";"";"";"";"";"";""
460;ilní mìstky na dolních konèetinách;19;-;-;-;-;-;-;-;1;-;2;4;6;6;-;-;"";"";"";"";"";"";""
461;ilní mìstky koneèníku;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
462;Mìstky na jinıch urèitıch místech;6;-;-;-;-;-;-;-;-;-;1;2;2;1;-;-;"";"";"";"";"";"";""
463;Phlebitis a trombophlebitis dolních konèetin;20;-;-;-;-;-;-;-;-;-;-;2;10;8;-;-;"";"";"";"";"";"";""
464;Zánìt il jinıch míst;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;"";"";"";"";"";"";""
465;Plicní vmetek;320;-;-;-;-;-;-;-;3;8;32;76;108;77;16;-;"";"";"";"";"";"";""
466;Jiné ilní  vmetky a záhatì;5;-;-;-;-;-;-;-;-;-;1;1;2;1;-;-;"";"";"";"";"";"";""
467;Jiné nemoci soustavy obìhu krevního;2;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;"";"";"";"";"";"";""
468;Nìkteré nemoci uzlin a cest mízních;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
VIII;Nemoci ústrojí dıchacího;3 904;160;37;17;7;5;25;26;35;45;143;342;963;1 442;657;-;"";"";"";"";"";"";""
470;Prudkı zánìt nosohltanu;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
471;Prudkı zanìt vedlejších dutin nosních;2;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;"";"";"";"";"";"";""
472;Prudkı zánìt hltanu;3;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
473;Prudkı zánìt mandlí;3;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;"";"";"";"";"";"";""
474;Prudkı zánìt hrtanu a prùdušnice;11;2;3;2;-;-;-;1;1;-;-;-;-;2;-;-;"";"";"";"";"";"";""
475;Prudkı zánìt horních cest dıchacích na nìkolika nebo blíe neurèenıch místech;3;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;"";"";"";"";"";"";""
480;Chøipkovı zánìt plic;363;2;2;2;-;-;4;6;9;5;19;50;107;106;51;-;"";"";"";"";"";"";""
481;Chøipka plicní nebo blíe neurèená;271;2;1;-;-;-;2;4;2;2;15;26;78;92;47;-;"";"";"";"";"";"";""
482;Chøipka støevní;2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;"";"";"";"";"";"";""
483;Chøipka nervová;5;-;1;-;-;-;-;1;1;-;1;-;1;-;-;-;"";"";"";"";"";"";""
490;Lalokovı zánìt plic;209;4;-;-;1;1;3;-;4;3;11;32;62;69;19;-;"";"";"";"";"";"";""
491;Lalùèkovı zánìt plic;1 737;108;23;7;3;3;8;6;7;26;51;131;384;660;320;-;"";"";"";"";"";"";""
492;Prvotní netypickı zánìt plic;20;14;-;-;-;-;1;1;1;1;-;-;2;-;-;-;"";"";"";"";"";"";""
493;Jinı nebo blíe neurèenı zánìt plic;310;6;2;-;-;-;3;2;1;1;6;15;74;138;62;-;"";"";"";"";"";"";""
500;Prudkı zánìt prùdušek;37;3;3;2;2;-;-;-;1;-;3;1;5;10;7;-;"";"";"";"";"";"";""
501;Zánìt prùdušek blíe neurèenı;13;2;-;2;-;-;1;1;-;1;-;2;1;2;1;-;"";"";"";"";"";"";""
502;Vleklı zánìt prùdušek;227;2;-;-;-;-;-;1;-;-;9;22;63;91;39;-;"";"";"";"";"";"";""
510;Zbytnìní mandlí a tkánì adenoidní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
511;Peritonsilární hlíza;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
512;Vleklı zánìt hltanu a nosohltanu;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;"";"";"";"";"";"";""
515;Nosní polypy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
516;Vleklı zánìt hrtanu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
517;Jiná onemocnìní horních cest dıchacích;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
518;Empyem hrudníku;21;6;1;-;-;-;1;-;-;1;3;1;4;3;1;-;"";"";"";"";"";"";""
519;Zánìt pohrudnice;73;2;1;1;-;-;-;-;2;-;4;9;28;22;4;-;"";"";"";"";"";"";""
520;Spontánní pneumothorax;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
521;Plicní snì;18;2;-;-;-;-;-;1;-;1;2;2;6;4;-;-;"";"";"";"";"";"";""
522;Plicní pøekrvení a mìstnání krve v plicích;178;1;-;-;1;1;1;-;2;-;6;14;51;60;41;-;"";"";"";"";"";"";""
523;Zaprášení plic kyselinou køemièitou a køemièitanı;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;"";"";"";"";"";"";""
524;Jiná zaprášení a fibrosy plic;4;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;"";"";"";"";"";"";""
525;Jiné vleklé vmezeøené zánìty plic;8;-;-;-;-;-;-;-;2;1;1;1;2;-;1;-;"";"";"";"";"";"";""
526;Rozšíøení prùdušek;9;-;-;-;-;-;-;-;1;1;-;1;2;2;2;-;"";"";"";"";"";"";""
527;Jiná onemocnìní plic a hrudní dutiny;370;-;-;1;-;-;-;1;-;-;12;33;85;178;60;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
IX;Nemoci ústrojí trávicího;1 744;90;15;5;3;2;14;12;31;36;165;337;488;448;98;-;"";"";"";"";"";"";""
530;Zubní kazy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
531;Hlíza podpùrné tkánì zubu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
532;Jiná zánìtlivá onemocnìní podpùrné tkánìzubù;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
533;Poruchy skusu,rùstu a vıvoje zubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
534;Bolesti zubù z pøíèiny blíe neurèené;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
535;Jiné nemoci zubù a podpùrné tkánì zubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
536;Zánìt sliznice dutiny ústní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
537;Nemoci slinnıch láz;9;1;-;-;-;-;-;-;-;-;1;2;2;2;1;-;"";"";"";"";"";"";""
538;Jiné nemoci dutiny ústní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
539;Nemoci jícnu;9;-;-;-;-;-;1;-;-;1;2;-;2;3;-;-;"";"";"";"";"";"";""
540;aludeèní vøed;106;-;-;-;-;-;-;-;1;2;11;20;30;39;3;-;"";"";"";"";"";"";""
541;Dvanácterníkovı vøed;25;-;-;-;-;-;-;-;1;-;5;6;7;5;1;-;"";"";"";"";"";"";""
542;Gastrojejunální vøed;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
543;Zánìt aludku a dvanácterníku;29;1;-;-;-;-;-;-;-;-;1;4;8;11;4;-;"";"";"";"";"";"";""
544;Poruchy èinnosti aludeèní;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
545;Jiné nemoci aludku a dvanácterníku;4;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;"";"";"";"";"";"";""
550;Prudkı zánìt èervu;65;-;-;-;-;-;3;4;2;4;9;15;12;13;3;-;"";"";"";"";"";"";""
551;Zánìt èervu blíe neurèenı;14;-;-;-;-;-;2;-;1;-;1;3;2;5;-;-;"";"";"";"";"";"";""
552;Jiné zánìty èervu;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
553;Jiné nemoci èervu;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
560;Kıla (bez blišího oznaèení);53;2;1;-;-;-;-;-;-;2;3;9;13;17;6;-;"";"";"";"";"";"";""
561;Kıla neprùchodná;110;-;-;-;-;-;-;-;-;-;5;18;31;44;12;-;"";"";"";"";"";"";""
570;Neprùchodnost støev bez zmínky o  kıle;247;8;2;1;-;1;2;2;3;10;15;31;85;71;16;-;"";"";"";"";"";"";""
571;Zánìt aludkostøevní a tlustého støeva;138;60;8;3;2;1;1;-;-;1;4;3;16;26;13;-;"";"";"";"";"";"";""
