1941,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,
MKN (1938),Název,Celkem,0,1-4,5-14,15-24,25-34,35-44,45-54,55-64,65-74,75 a více,Nezjiš- těno
XII,Nemoci kůže a vaziva podkožního,192,148,4,2,1,1,6,2,5,9,14,-
151,Nežitina (furunculosis),105,96,-,1,-,1,2,-,2,1,2,-
152,Zánět podkožního vaziva,26,13,-,1,-,-,1,2,2,2,5,-
153,Jiné nemoci kůže a vaziva podkožního,61,39,4,-,1,-,3,-,1,6,7,-
,,,,,,,,,,,,,
XIII,Nemoci kostí a ústrojí pohybu,154,5,5,17,3,3,3,7,12,33,66,-
154,Zánět dřeně kostní a okostice,57,4,5,15,1,2,3,5,8,8,6,-
155,Jiné nemoci kostí,76,-,-,-,-,-,-,-,1,18,57,-
156a,Nemoci kloubů a ostatních orgánů pohybu: kloubů,13,1,-,1,1,1,-,1,3,4,1,-
156b,Nemoci kloubů a ostatních orgánů pohybu: ostatních orgánů pohybu,8,-,-,1,1,-,-,1,-,3,2,-
,,,,,,,,,,,,,
XIV,Vrozené vady vývojové,174,163,9,1,1,-,-,-,-,-,-,-
157a,Vrozené vady vývojové: vrozená vodnatelnost mozku,17,15,2,-,-,-,-,-,-,-,-,-
157b,Vrozené vady vývojové: rozštěp páteře a kýla omozečnicová,22,22,-,-,-,-,-,-,-,-,-,-
157c,Vrozené vady vývojové: vrozené anomalie tvaru srdce,87,78,7,1,1,-,-,-,-,-,-,-
157d,Vrozené vady vývojové: zrůdy,2,2,-,-,-,-,-,-,-,-,-,-
157,Vrozené vady vývojové: vrozené zúžení vrátníku,3,3,-,-,-,-,-,-,-,-,-,-
157f,Vrozené vady vývojové: rozštěp patra,17,17,-,-,-,-,-,-,-,-,-,-
157g,Vrozené vady vývojové: zarostění řiti,2,2,-,-,-,-,-,-,-,-,-,-
157h,Vrozené vady vývojové: jiné vady vývojové,18,18,-,-,-,-,-,-,-,-,-,-
157i,Vrozené vady vývojové: bez bližšího označení,6,6,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,
XV,Zvláštní nemoci útlého věku,1593,1593,-,-,-,-,-,-,-,-,-,-
158,Vrozená slabost dětí donošených,442,442,-,-,-,-,-,-,-,-,-,-
159,Předčasné narození,750,750,-,-,-,-,-,-,-,-,-,-
160,Následky porodu,121,121,-,-,-,-,-,-,-,-,-,-
161a,Jiné zvláštní nemoci útlého věku: asphyxie při nebo po porodu,141,141,-,-,-,-,-,-,-,-,-,-
161b,Jiné zvláštní nemoci útlého věku: nákazy novorozenců,96,96,-,-,-,-,-,-,-,-,-,-
161c,Jiné zvláštní nemoci útlého věku: melaena neonatorum,4,4,-,-,-,-,-,-,-,-,-,-
161d,Jiné zvláštní nemoci útlého věku: jiné nemoci novorozenců,39,39,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,
XVI,Stařecká sešlost,3766,-,-,-,-,-,-,-,-,488,3278,-
162a,Stařecká sešlost u osob ve věku 65 a více let: s demencí stařeckou,130,-,-,-,-,-,-,-,-,26,104,-
162b,Stařecká sešlost u osob ve věku 65 a více let: bez údaje o stařecké demenci,3636,-,-,-,-,-,-,-,-,462,3174,-
,,,,,,,,,,,,,
XVII ,Zevní příčiny smrti,1252,19,77,51,121,141,172,180,176,156,159,-
SE,Sebevraždy,610,-,-,2,63,93,117,117,96,68,54,-
163a,Sebevražda otravou látkami žíravými,24,-,-,-,5,1,6,5,3,3,1,-
163b,Sebevražda otravou léky utišujícími a látkami omamnými,28,-,-,-,3,5,4,5,8,2,1,-
163c,Sebevražda otravou léky uspávajícími,16,-,-,-,-,2,1,4,6,2,1,-
163d,Sebevražda otravou jinými blíže neoznačenými jedy pevnými a tekutými,37,-,-,-,8,8,7,3,6,4,1,-
163,Sebevražda otravou svítiplynem,21,-,-,-,4,4,3,3,4,1,2,-
163f,Sebevražda otravou jinými a nerozlišenými jedovatými plyny,31,-,-,-,4,5,6,5,2,6,3,-
164a,Jiné sebevraždy oběšením a uškrcením,260,-,-,2,13,33,50,55,44,36,27,-
164b,Jiné sebevraždy utopením,87,-,-,-,12,13,14,19,12,7,10,-
164c,Jiné sebevraždy střelnými zbraněmi a výbušnými látkami,5,-,-,-,1,3,-,-,-,1,-,-
164d,Jiné sebevraždy nástroji řeznými a bodnými,15,-,-,-,-,2,4,3,3,1,2,-
164,Jiné sebevraždy skokem s výše,28,-,-,-,-,6,8,6,4,2,2,-
164f,Jiné sebevraždy přejetím,33,-,-,-,11,5,10,6,-,1,-,-
164g,Ostatní sebevraždy blíže neoznačené,6,-,-,-,-,2,2,1,1,-,-,-
164h,Sebevraždy bez bližšího označení,19,-,-,-,2,4,2,2,3,2,4,-
NA,Vraždy a zabití,24,6,1,1,1,5,3,3,1,1,2,-
165a,Vražda dítěte do 1 roku: zjištěná násilná smrt,6,6,-,-,-,-,-,-,-,-,-,-
165b,Vražda dítěte do 1 roku: nalezená mrtvola dítěte,-,-,-,-,-,-,-,-,-,-,-,-
166,Vražda a zabití střelnou zbraní osob ve věku 1 rok a vyšším,5,-,-,-,-,2,2,1,-,-,-,-
167,Vražda a zabití nástroji řeznými a bodnými osob ve věku 1 rok a vyšším,5,-,-,1,-,2,-,-,1,1,-,-
168a,Jiné vraždy a zabití osob ve věku 1 rok a vyšším: jiným způsobem,6,-,1,-,1,1,-,2,-,-,1,-
168b,Jiné vraždy a zabití osob ve věku 1 rok a vyšším: způsobem blíže neoznačeným,2,-,-,-,-,-,1,-,-,-,1,-
,Úrazy,617,13,76,48,57,43,51,60,79,87,103,-
DN,Úrazy při dopravě,90,-,3,7,14,7,12,8,16,11,12,-
169a,Úrazy způsobené železnicí: poranění zaměstnanců,-,-,-,-,-,-,-,-,-,-,-,-
169b,Úrazy způsobené železnicí: ostatních osob,32,-,-,-,5,2,6,3,4,7,5,-
170a,Úrazy způsobené motorovými vozidly: při srážce se železnicí,-,-,-,-,-,-,-,-,-,-,-,-
170b,Úrazy způsobené motorovými vozidly: při srážce s jinými motorovými vozid,-,-,-,-,-,-,-,-,-,-,-,-
170c,Úrazy způsobené motorovými vozidly: při srážce s jinými dopravními prostředky,1,-,-,-,1,-,-,-,-,-,-,-
170d,"Úrazy způsobené motorovými vozidly: nárazem, vymrštěním a převrhnutím těchto motorových vozidel",3,-,-,-,1,-,-,-,2,-,-,-
170,Úrazy způsobené motorovými vozidly: přejetím,24,-,2,5,4,4,-,2,3,2,2,-
170f,Ostatní a blíže neoznačené úrazy motorovými vozidly,16,-,-,1,2,-,3,2,4,1,3,-
171a,Ostatní úrazy při pouliční dopravě:srážka s ostatními vozidly,-,-,-,-,-,-,-,-,-,-,-,-
171b,"Ostatní úrazy při pouliční dopravě: nárazem, vymrštěním,  převrhnutím těchto motrových vozidel",6,-,-,1,-,1,2,-,2,-,-,-
171c,Ostatní úrazy při pouliční dopravě: přejetím těmito vozidly,7,-,1,-,1,-,1,1,1,-,2,-
172a,Úrazy při dopravě po vodě: utonutím pádem do vody a potopením,-,-,-,-,-,-,-,-,-,-,-,-
172b,Úrazy při dopravě po vodě: ostatní úrazy,-,-,-,-,-,-,-,-,-,-,-,-
173a,Úrazy při dopravě vzduchem: letadly,1,-,-,-,-,-,-,-,-,1,-,-
173b,Úrazy při dopravě vzduchem:  kluzáky,-,-,-,-,-,-,-,-,-,-,-,-
173c,Úrazy při dopravě vzduchem:  při seskoku padákem,-,-,-,-,-,-,-,-,-,-,-,-
173d,Úrazy při dopravě vzduchem:  jiné letecké úrazy,-,-,-,-,-,-,-,-,-,-,-,-
174,Úrazy v dolech a lomech,1,-,-,-,-,-,-,1,-,-,-,-
175a,Úrazy při zemědělství a lesnictví: hospodářskými stroji nebo vozidly (nikoli při dopravě silniční,4,-,-,-,-,-,1,1,2,-,-,-
175b,Úrazy při zemědělství a lesnictví:  jedovatými zvířaty,-,-,-,-,-,-,-,-,-,-,-,-
175c,Úrazy při zemědělství a lesnictví:  ostaními zvířaty,5,-,-,-,-,-,-,-,2,3,-,-
175d,Úrazy při zemědělství a lesnictví:  ostatní úrazy,4,-,-,-,-,-,1,-,1,2,-,-
176,Úrazy způsobené stroji,2,-,-,1,-,1,-,-,-,-,-,-
177a,Otrava potravinami: otrava houbami,3,-,-,-,-,-,-,1,1,1,-,-
177b,Otrava ostatními potravinami,7,-,-,-,2,1,1,2,-,1,-,-
178a,Vdechování jedovatých plynů: svítiplynu,3,-,-,-,1,1,-,-,1,-,-,-
178b,Vdechování ostatních jedovatých plynů,24,-,1,2,5,3,-,3,4,4,2,-
179,"Jiné prudké otravy, vyjma otravy plynem",13,-,1,-,1,3,3,1,3,1,-,-
180,Následky požáru,5,-,1,-,-,1,2,-,1,-,-,-
181,Popálení a opaření (nikoliv při požáru),114,7,39,9,6,4,7,6,9,12,15,-
182,Mechanické zadušení,14,3,3,1,-,1,1,1,-,3,1,-
183,Utopení,85,1,18,18,9,8,4,5,9,4,9,-
184,Poranění střelnými zbraněmi,5,-,-,1,1,-,1,1,1,-,-,-
185,Poranění nástroji řeznými a bodnými,3,-,-,-,-,-,-,1,-,1,1,-
186a,"Poranění pádem, rozdrcením, sřícením: pádem s výše",28,1,2,3,3,2,1,4,2,5,5,-
186b,"Poranění pádem, rozdrcením, sřícením: rozdrcením",6,-,-,1,-,-,1,2,-,1,1,-
186c,"Poranění pádem, rozdrcením, sřícením: upadnutím, uklouznutím",35,-,1,-,2,-,-,1,7,9,15,-
187,Poranění při živelných pohromách,-,-,-,-,-,-,-,-,-,-,-,-
188,Poranění způsobená zvířaty,-,-,-,-,-,-,-,-,-,-,-,-
189,"Vyhladovění, žízeň",2,-,-,-,-,-,-,1,1,-,-,-
190,Neobvyklá zima,11,-,-,-,1,1,2,3,1,1,2,-
191,Neobvyklé teplo,1,-,-,-,-,-,-,1,-,-,-,-
192,Poranění bleskem,8,-,-,2,1,2,2,1,-,-,-,-
193,Úrazy způsobené elektrickým proudem,4,-,-,-,2,-,1,-,1,-,-,-
194,Úrazy způsobené jedovatými zvířaty,-,-,-,-,-,-,-,-,-,-,-,-
195,Jiné úrazy nebo zevní příčiny,140,1,7,3,9,8,11,16,17,28,40,-
196,Úmrtí vojenských osob při válečných akcích,-,-,-,-,-,-,-,-,-,-,-,-
197,Úmrtí civilních osob při válečných akcích,-,-,-,-,-,-,-,-,-,-,-,-
198a,Soudní poprava,1,-,-,-,-,-,1,-,-,-,-,-
198b,Smrt ve vězení a následky vězení,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,
XVIII,Neurčité příčiny smrti,182,8,5,-,1,7,10,27,69,29,26,-
199,Náhlá smrt,17,1,1,-,-,1,1,4,2,4,3,-
200a,"Blíže neoznačené nebo nedostatečně určené příčiny: mrtvice, srdeční slabost, ochrnutí srdce bez jakéhokoliv vysvětlujícího údaje",89,-,1,-,-,3,4,12,32,20,17,-
200b,Blíže neoznačené nebo nedostatečně určené příčiny: ostatní nedostatečně udané příčiny,76,7,3,-,1,3,5,11,35,5,6,-
200c,"Blíže neoznačené nebo nedostatečně určené příčiny: nalezené mrtvoly, u nichž je příčina smrti neznáma",-,-,-,-,-,-,-,-,-,-,-,-
