1943,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,
MKN (1938),Název,Celkem,0,1-4,5-14,15-24,25-34,35-44,45-54,55-64,65-74,75 a více,Nezjiš- těno
XII,Nemoci kůže a vaziva podkožního,209,156,3,1,2,1,4,12,8,9,13,-
151,Nežitina (furunculosis),109,90,2,-,2,1,1,2,6,1,4,-
152,Zánět podkožního vaziva,28,6,-,1,-,-,-,5,2,6,8,-
153,Jiné nemoci kůže a vaziva podkožního,72,60,1,-,-,-,3,5,-,2,1,-
,,,,,,,,,,,,,
XIII,Nemoci kostí a ústrojí pohybu,155,4,4,21,5,3,7,10,8,38,55,-
154,Zánět dřeně kostní a okostice,53,3,4,18,1,1,3,5,4,8,6,-
155,Jiné nemoci kostí,74,-,-,-,-,-,-,1,3,26,44,-
156a,Nemoci kloubů a ostatních orgánů pohybu: kloubů,15,-,-,3,4,1,-,2,-,2,3,-
156b,Nemoci kloubů a ostatních orgánů pohybu: ostatních orgánů pohybu,13,1,-,-,-,1,4,2,1,2,2,-
,,,,,,,,,,,,,
XIV,Vrozené vady vývojové,227,204,15,5,3,-,-,-,-,-,-,-
157a,Vrozené vady vývojové: vrozená vodnatelnost mozku,29,26,2,1,-,-,-,-,-,-,-,-
157b,Vrozené vady vývojové: rozštěp páteře a kýla omozečnicová,21,20,-,1,-,-,-,-,-,-,-,-
157c,Vrozené vady vývojové: vrozené anomalie tvaru srdce,123,112,6,2,3,-,-,-,-,-,-,-
157d,Vrozené vady vývojové: zrůdy,5,5,-,-,-,-,-,-,-,-,-,-
157,Vrozené vady vývojové: vrozené zúžení vrátníku,4,4,-,-,-,-,-,-,-,-,-,-
157f,Vrozené vady vývojové: rozštěp patra,6,6,-,-,-,-,-,-,-,-,-,-
157g,Vrozené vady vývojové: zarostění řiti,4,4,-,-,-,-,-,-,-,-,-,-
157h,Vrozené vady vývojové: jiné vady vývojové,31,25,5,1,-,-,-,-,-,-,-,-
157i,Vrozené vady vývojové: bez bližšího označení,4,2,2,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,
XV,Zvláštní nemoci útlého věku,1986,1986,-,-,-,-,-,-,-,-,-,-
158,Vrozená slabost dětí donošených,608,608,-,-,-,-,-,-,-,-,-,-
159,Předčasné narození,864,864,-,-,-,-,-,-,-,-,-,-
160,Následky porodu,169,169,-,-,-,-,-,-,-,-,-,-
161a,Jiné zvláštní nemoci útlého věku: asphyxie při nebo po porodu,171,171,-,-,-,-,-,-,-,-,-,-
161b,Jiné zvláštní nemoci útlého věku: nákazy novorozenců,117,117,-,-,-,-,-,-,-,-,-,-
161c,Jiné zvláštní nemoci útlého věku: melaena neonatorum,3,3,-,-,-,-,-,-,-,-,-,-
161d,Jiné zvláštní nemoci útlého věku: jiné nemoci novorozenců,54,54,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,
XVI,Stařecká sešlost,3887,-,-,-,-,-,-,-,-,507,3380,-
162a,Stařecká sešlost u osob ve věku 65 a více let: s demencí stařeckou,85,-,-,-,-,-,-,-,-,16,69,-
162b,Stařecká sešlost u osob ve věku 65 a více let: bez údaje o stařecké demenci,3802,-,-,-,-,-,-,-,-,491,3311,-
,,,,,,,,,,,,,
XVII ,Zevní příčiny smrti,1231,18,92,41,139,143,169,190,144,146,149,-
SE,Sebevraždy,548,-,-,-,61,90,99,125,74,66,33,-
163a,Sebevražda otravou látkami žíravými,20,-,-,-,4,5,2,3,5,-,1,-
163b,Sebevražda otravou léky utišujícími a látkami omamnými,15,-,-,-,2,4,2,5,1,1,-,-
163c,Sebevražda otravou léky uspávajícími,12,-,-,-,3,2,3,3,-,-,1,-
163d,Sebevražda otravou jinými blíže neoznačenými jedy pevnými a tekutými,26,-,-,-,5,6,12,2,-,1,-,-
163,Sebevražda otravou svítiplynem,21,-,-,-,1,7,5,2,3,3,-,-
163f,Sebevražda otravou jinými a nerozlišenými jedovatými plyny,24,-,-,-,3,10,2,5,2,2,-,-
164a,Jiné sebevraždy oběšením a uškrcením,279,-,-,-,15,34,45,73,42,47,23,-
164b,Jiné sebevraždy utopením,67,-,-,-,8,6,13,16,11,7,6,-
164c,Jiné sebevraždy střelnými zbraněmi a výbušnými látkami,5,-,-,-,4,1,-,-,-,-,-,-
164d,Jiné sebevraždy nástroji řeznými a bodnými,12,-,-,-,1,2,2,2,4,1,-,-
164,Jiné sebevraždy skokem s výše,21,-,-,-,5,3,2,6,2,1,2,-
164f,Jiné sebevraždy přejetím,33,-,-,-,9,6,8,5,4,1,-,-
164g,Ostatní sebevraždy blíže neoznačené,1,-,-,-,-,-,-,1,-,-,-,-
164h,Sebevraždy bez bližšího označení,12,-,-,-,1,4,3,2,-,2,-,-
NA,Vraždy a zabití,11,3,-,2,2,2,-,1,1,-,-,-
165a,Vražda dítěte do 1 roku: zjištěná násilná smrt,3,3,-,-,-,-,-,-,-,-,-,-
165b,Vražda dítěte do 1 roku: nalezená mrtvola dítěte,-,-,-,-,-,-,-,-,-,-,-,-
166,Vražda a zabití střelnou zbraní osob ve věku 1 rok a vyšším,1,-,-,-,1,-,-,-,-,-,-,-
167,Vražda a zabití nástroji řeznými a bodnými osob ve věku 1 rok a vyšším,1,-,-,-,1,-,-,-,-,-,-,-
168a,Jiné vraždy a zabití osob ve věku 1 rok a vyšším: jiným způsobem,3,-,-,2,-,-,-,-,1,-,-,-
168b,Jiné vraždy a zabití osob ve věku 1 rok a vyšším: způsobem blíže neoznačeným,3,-,-,-,-,2,-,1,-,-,-,-
,Úrazy,645,15,92,39,73,43,64,57,66,80,116,-
DN,Úrazy při dopravě,114,1,5,11,18,7,20,12,13,18,9,-
169a,Úrazy způsobené železnicí: poranění zaměstnanců,3,-,-,-,1,1,1,-,-,-,-,-
169b,Úrazy způsobené železnicí: ostatních osob,52,1,3,2,8,3,14,5,5,8,3,-
170a,Úrazy způsobené motorovými vozidly: při srážce se železnicí,8,-,-,1,-,1,2,2,1,1,-,-
170b,Úrazy způsobené motorovými vozidly: při srážce s jinými motorovými vozid,-,-,-,-,-,-,-,-,-,-,-,-
170c,Úrazy způsobené motorovými vozidly: při srážce s jinými dopravními prostředky,2,-,-,-,-,1,-,-,-,1,-,-
170d,"Úrazy způsobené motorovými vozidly: nárazem, vymrštěním a převrhnutím těchto motorových vozidel",-,-,-,-,-,-,-,-,-,-,-,-
170,Úrazy způsobené motorovými vozidly: přejetím,13,-,2,4,-,-,1,-,2,1,3,-
170f,Ostatní a blíže neoznačené úrazy motorovými vozidly,23,-,-,2,6,1,2,3,2,5,2,-
171a,Ostatní úrazy při pouliční dopravě:srážka s ostatními vozidly,-,-,-,-,-,-,-,-,-,-,-,-
171b,"Ostatní úrazy při pouliční dopravě: nárazem, vymrštěním,  převrhnutím těchto motrových vozidel",7,-,-,1,3,-,-,1,2,-,-,-
171c,Ostatní úrazy při pouliční dopravě: přejetím těmito vozidly,6,-,-,1,-,-,-,1,1,2,1,-
172a,Úrazy při dopravě po vodě: utonutím pádem do vody a potopením,-,-,-,-,-,-,-,-,-,-,-,-
172b,Úrazy při dopravě po vodě: ostatní úrazy,-,-,-,-,-,-,-,-,-,-,-,-
173a,Úrazy při dopravě vzduchem: letadly,-,-,-,-,-,-,-,-,-,-,-,-
173b,Úrazy při dopravě vzduchem:  kluzáky,-,-,-,-,-,-,-,-,-,-,-,-
173c,Úrazy při dopravě vzduchem:  při seskoku padákem,-,-,-,-,-,-,-,-,-,-,-,-
173d,Úrazy při dopravě vzduchem:  jiné letecké úrazy,-,-,-,-,-,-,-,-,-,-,-,-
174,Úrazy v dolech a lomech,1,-,-,-,-,-,-,1,-,-,-,-
175a,Úrazy při zemědělství a lesnictví: hospodářskými stroji nebo vozidly (nikoli při dopravě silniční,6,-,-,-,-,-,-,3,1,2,-,-
175b,Úrazy při zemědělství a lesnictví:  jedovatými zvířaty,-,-,-,-,-,-,-,-,-,-,-,-
175c,Úrazy při zemědělství a lesnictví:  ostaními zvířaty,-,-,-,-,-,-,-,-,-,-,-,-
175d,Úrazy při zemědělství a lesnictví:  ostatní úrazy,5,-,-,-,1,-,1,1,1,-,1,-
176,Úrazy způsobené stroji,1,-,1,-,-,-,-,-,-,-,-,-
177a,Otrava potravinami: otrava houbami,2,-,1,-,-,-,-,1,-,-,-,-
177b,Otrava ostatními potravinami,6,-,1,-,1,1,1,1,-,1,-,-
178a,Vdechování jedovatých plynů: svítiplynu,2,-,-,-,1,-,-,-,-,1,-,-
178b,Vdechování ostatních jedovatých plynů,39,-,2,1,8,2,5,3,7,9,2,-
179,"Jiné prudké otravy, vyjma otravy plynem",17,-,2,1,1,2,6,2,2,1,-,-
180,Následky požáru,2,-,1,-,-,-,-,-,-,-,1,-
181,Popálení a opaření (nikoliv při požáru),127,7,41,7,10,9,6,6,8,6,27,-
182,Mechanické zadušení,12,7,4,-,-,1,-,-,-,-,-,-
183,Utopení,65,-,26,8,11,1,2,2,4,5,6,-
184,Poranění střelnými zbraněmi,3,-,-,1,1,-,1,-,-,-,-,-
185,Poranění nástroji řeznými a bodnými,3,-,-,2,1,-,-,-,-,-,-,-
186a,"Poranění pádem, rozdrcením, sřícením: pádem s výše",21,-,2,-,3,1,1,-,5,6,3,-
186b,"Poranění pádem, rozdrcením, sřícením: rozdrcením",2,-,-,-,-,-,1,-,1,-,-,-
186c,"Poranění pádem, rozdrcením, sřícením: upadnutím, uklouznutím",21,-,1,-,-,-,-,3,4,6,7,-
187,Poranění při živelných pohromách,-,-,-,-,-,-,-,-,-,-,-,-
188,Poranění způsobená zvířaty,-,-,-,-,-,-,-,-,-,-,-,-
189,"Vyhladovění, žízeň",-,-,-,-,-,-,-,-,-,-,-,-
190,Neobvyklá zima,9,-,-,-,1,1,-,-,1,2,4,-
191,Neobvyklé teplo,2,-,-,-,-,-,-,1,-,1,-,-
192,Poranění bleskem,7,-,-,-,-,3,2,-,2,-,-,-
193,Úrazy způsobené elektrickým proudem,4,-,-,-,1,1,2,-,-,-,-,-
194,Úrazy způsobené jedovatými zvířaty,-,-,-,-,-,-,-,-,-,-,-,-
195,Jiné úrazy nebo zevní příčiny,154,-,3,8,13,11,9,21,15,20,54,-
196,Úmrtí vojenských osob při válečných akcích,-,-,-,-,-,-,-,-,-,-,-,-
197,Úmrtí civilních osob při válečných akcích,20,-,2,-,2,3,7,-,2,2,2,-
198a,Soudní poprava,27,-,-,-,3,8,6,7,3,-,-,-
198b,Smrt ve vězení a následky vězení,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,
XVIII,Neurčité příčiny smrti,209,8,3,2,6,4,14,20,75,47,30,-
199,Náhlá smrt,15,4,1,-,-,-,2,2,3,3,-,-
200a,"Blíže neoznačené nebo nedostatečně určené příčiny: mrtvice, srdeční slabost, ochrnutí srdce bez jakéhokoliv vysvětlujícího údaje",108,1,2,1,3,1,8,7,23,36,26,-
200b,Blíže neoznačené nebo nedostatečně určené příčiny: ostatní nedostatečně udané příčiny,86,3,-,1,3,3,4,11,49,8,4,-
200c,"Blíže neoznačené nebo nedostatečně určené příčiny: nalezené mrtvoly, u nichž je příčina smrti neznáma",-,-,-,-,-,-,-,-,-,-,-,-
