1990,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,
228,Hemangiom a lymfangiom jakékoliv lokalizace,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
229,Nezhoubný novotvar jiné nebo blíže neurčené lokalizace,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,
230,Carcinoma in situ trávicí soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
231,Carcinoma in situ dýchací soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
232,Carcinoma in situ kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
233,"Carcinoma in situ prsu, močového nebo pohlavního ústrojí",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
234,Carcinoma in situ jiné nebo blíže neurčené lokalizace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
235,Novotvar neurčené povahy trávicí nebo dýchací soustavy,35,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,1,1,-,9,9,10,
236,Novotvar neurčené povahy močového nebo pohlavního ústrojídýchacího ústrojí,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,5,3,3,
237,Novotvar neurčené povahy žlázy s vnitřní sekrecí nebo nervové soustavy,8,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,-,2,1,-,2,-,
238,Novotvar neurčené povahy jiné nebo blíže neurčené lokalizace nebo tkáně,20,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,1,1,3,3,5,-,4,
239,Novotvary neurčené morfologie,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,3,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,
III,"Nemoci žláz s vnitřní sekrecí, výživy a přeměny látek a poruchy imunity",1 399,9,1,1,-,-,1,1,5,1,3,5,5,7,17,30,53,111,219,183,318,264,165,
240,Struma prostá nebo blíže neurčená,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
241,"Struma uzlová, netoxická-struma nodosa",2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,
242,Tyreotoxikóza se strumou nebo bez ní,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,-,-,-,
243,Vrozená hypotyreóza (kretinismus a jiné),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
244,Získaná hypotyreóza (myxedém a jiné),2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,
245,Zánět štítné žlázy - thyreoiditis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
246,Jiné nemoci štítné žlázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
250,"Cukrovka, úplavice cukrová",1 342,-,-,-,-,-,-,-,-,-,2,4,5,7,13,25,53,109,214,175,314,260,161,
251,Jiné poruchy vnitřní sekrece slinivky břišní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
252,Nemoci příštítných tělísek - paratyreoidey,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,
253,Nemoci mozkového podvěsku - hypofýzy - a hypothalamo-hypofyzárních vztahů,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,
254,Nemoci brzlíku - thymu,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
255,Nemoci nadledvin,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,1,-,
256,Poruchy činnosti vaječníků,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
257,Poruchy činnosti varlat,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
258,Polyglandulární dysfunkce a příbuzné poruchy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
259,Jiné nemoci žláz s vnitřní sekrecí,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
260,Kvašiorkor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
261,Nutriční marasmus,6,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,-,-,-,-,-,-,2,
262,Jiná těžká proteinokalorická podvýživa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
263,Jiná nebo blíže neurčená proteinokalorická podvýživa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
264,Karence vitaminu A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
265,Karence thiaminu nebo niacinu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
266,Karence jiných složek komplexu B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
267,Karence kyseliny askorbové,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
268,Karence vitaminu D,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
269,Jiné nutriční karence,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
270,Poruchy transportu a metabolismu aminokyselin,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,
271,Poruchy transportu a metabolismu uhlovodanů,2,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
272,Poruchy metabolismu lipidů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
273,Poruchy metabolismu plasmatických proteinů,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,
274,Dna,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,
275,Poruchy metabolismu minerálů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
276,"Poruchy rovnováhy tekutin, elektrolytů a acidobazické rovnováhy",7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,1,
277,Jiné a blíže neurčené poruchy přeměny látek,13,2,1,1,-,-,1,1,2,-,-,-,-,-,-,2,-,-,-,2,1,-,-,
278,Otylost - obesitas - a jiné hyperlimentace,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,
279,Poruchy postihující mechanismus imunity,3,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,
,,,,,,,,,,,,,,,,,,,,,,,,,
IV,Nemoci krve a krvetvorných orgánů,76,3,-,-,-,-,-,-,-,-,1,1,1,2,4,3,2,5,11,3,11,17,12,
280,Chudokrevnost z nedostatku železa,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,
281,Jiné karenční anémie,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,2,
282,Dědičné hemolytické anémie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
283,Získané hemolytické anémie,7,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,2,-,
284,Aplastická anémie,12,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,1,-,-,2,4,2,
285,Jiné a blíže neurčené anémie,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,2,1,4,
286,Koagulační vady,6,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,1,1,-,-,-,
287,Purpura a jiné krvácivé stavy,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,2,1,-,
288,Nemoci bílých krvinek (agranulocytóza a jiné),7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,2,1,
289,Ostatní nemoci krve a krvetvorných orgánů,20,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,2,4,1,2,5,2,
,,,,,,,,,,,,,,,,,,,,,,,,,
V,Duševí poruchy,46,-,-,-,-,-,-,-,-,-,1,1,1,7,6,5,2,3,8,1,1,5,5,
290,Senilní a presenilní organická psychotická onemocnění,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,4,4,
291,Alkoholické psychózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
292,Toxické psychózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
293,Přechodná organická psychotická onemocnění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
294,Jiná organická psychotická onemocnění (chronická),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
295,Schizofrenní psychózy,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,4,-,-,1,-,
296,Afektivní psychózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
297,Paranoidní stavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
298,Jiné neorganické psychózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
299,Psychózy vznikající specifiky v dětství,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
300,Neurotické poruchy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
301,Poruchy osobnosti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
302,Sexuální úchylky a poruchy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
303,Závislost na alkoholu,28,-,-,-,-,-,-,-,-,-,1,1,1,7,5,4,2,3,1,1,1,-,1,
304,Závislost na návykových látkách,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
305,Zneužívání návykových látek bez závislosti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
306,Somatické funkční poruchy vyvolané duševními faktory,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
307,"Zvláštní příznaky a syndromy, nezařazené jinde",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
308,Akutní reakce na stress (přechodné situační poruchy),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
309,Adaptační reakce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
310,Specifické nepsychotické duševní poruchy po organickém poškození mozku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
311,Depresivní poruchy nezařazené jinde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
312,Poruchy chování nezařazené jinde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
313,Poruchy emocí specifické pro dětství a dospívání,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
314,Hyperkinetický syndrom v dětství,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
315,Specifická opožďování ve vývoji,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
316,Psychické faktory sdružené s nemocemi zařazenými jinde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
317,Lehká duševní zaostalost (IQ 50-70),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
318,Jiná přesně určená duševní zaostalost (IQ pod 50),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
319,Duševní zaostalost blíže neurčená,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
VI,Nemoci nervové soustavy a smyslových orgánů,516,15,3,2,2,1,9,16,19,11,15,22,19,19,35,17,35,38,74,26,51,51,36,
320,Bakteriální zánět mozkových nebo míšních plen - bakteriální meningitis,27,6,-,-,-,-,-,-,-,-,-,1,-,-,3,1,2,-,8,-,3,-,3,
321,Meningitis vyvolaná jinými organismy,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,
322,Meningitis z blíže neurčené příčiny,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,
323,"Zánět mozku, míchy nebo mozku i míchy",10,1,-,-,-,-,1,-,2,-,-,1,2,-,2,-,-,1,-,-,-,-,-,
324,Nitrolební nebo nitropáteřní hlíza,6,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,-,1,-,-,-,1,-,
325,Flebitis nebo thromboflebitis nitrolebních žilních splavů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,
326,Pozdní následky nitrolebních hlízy nebo pyogenní infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
330,"Mozkové degenerace, projevující se obyčejně v dětství",5,1,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
331,Jiné mozkové degenerace,100,-,1,2,-,-,-,-,3,1,2,3,3,-,3,-,8,4,16,4,17,21,12,
332,Parkinsonova nemoc,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,6,2,5,5,1,
333,Jiné extrapyramidové nemoci a poruchy s abnormálními pohyby,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,1,1,1,
334,Spinocerebelární nemoci,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
335,Nemoci buněk předních rohů,28,2,-,-,-,-,-,-,1,1,-,-,-,1,2,2,3,6,8,-,1,1,-,
336,Jiné nemoci míchy,8,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,2,-,1,2,1,
337,Nemoci autonomní nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
340,Mnohočetná skleróza,91,-,-,-,-,-,-,-,-,-,1,3,5,8,12,9,11,11,19,4,6,-,2,
341,Jiné demyelinizující nemoci centrální nervové soustavy,9,-,-,-,-,-,-,-,-,-,-,-,-,-,6,1,1,-,-,1,-,-,-,
342,Hemiplegie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
343,Dětská mozková obrna,33,2,2,-,2,-,4,11,6,2,1,2,-,-,-,-,-,-,-,-,-,-,1,
344,Jiné paralytické syndromy,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,
345,Padoucnice-epilepsie,58,-,-,-,-,1,2,2,4,5,11,7,8,7,2,2,1,3,1,1,-,1,-,
346,Migréna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
347,Kataplexie a narkolepsie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
348,Jiné nemoci mozku,86,1,-,-,-,-,-,-,1,1,-,3,-,1,4,1,3,4,10,11,13,19,14,
349,Jiné a blíže neurčené nemoci nervové soustavy,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,
350,Nemoci trojklaného nervu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
351,Nemoci lícního nervu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
352,Nemoci jiných mozkových nervů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
353,Nemoci nervových kořenů a pletení,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
354,Mononeuritis horní končetiny a mononeuritis multiplex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
355,Mononeuritis dolní končetiny,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
356,Dědičná nebo idiopatická periferní neuropatie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
357,Zánětlivá nebo toxická neuropatie,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,-,
358,Myoneurální poruchy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
359,Svalové dystrofie a jiné myopatie,4,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,1,-,-,-,-,-,
360,Nemoci očního bulbu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
361,Odchlípení a defekty sítnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
362,Jiné nemoci sítnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
363,Chorioretinální záněty a jizvy a jiné nemoci cévnatky - chorioidey,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
364,Nemoci duhovky a řasnatého tělesa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
365,Zelený zákal - glaukom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
366,Zákal čočky - katarakta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
367,Poruchy refrakce a akomodace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
368,Poruchy vidění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
369,Slepota a slabozrakost,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
370,Zánět rohovky - keratitis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
371,Rohovkové zákaly a jiné nemoci rohovky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
372,Nemoci spojivky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
373,Záněty očních víček,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
374,Jiné nemoci očních víček,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
375,Nemoci slzného ústrojí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
376,Nemoci očnice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
377,Nemoci zrakového nervu a zrakových drah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
378,Šilhání a jiné poruchy pohybů oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
379,Jiné nemoci oka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
380,Nemoci zevního ucha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
381,Nehnisavý zánět středního ucha a poruchy Eustachovy trubice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
382,Hnisavý nebo blíže neurčený zánět středního ucha,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
383,Zánět bradavkového výběžku a příbuzná onemocnění,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
384,Nemoci bubínku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
385,Jiné nemoci středního ucha a bradavkového výběžku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
386,Vertiginózní syndromy a jiné nemoci vestibulárního ústrojí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
387,Otoskleróza (otospongióza),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
388,Jiné nemoci ucha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
389,Poruchy sluchu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,
VII,Nemoci oběhové soustavy,37 975,4,1,1,-,-,-,1,7,8,12,29,68,150,227,394,850,1 679,3 489,3 441,8 134,9 563,9 917,
390,Revmatická horečka bez postižení srdce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
391,Revmatická horečka s postižením srdce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
392,Revmatická chorea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
393,Chronická revmatická perikarditis,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,
394,Nemoci dvojcípé chlopně,238,-,-,-,-,-,-,-,-,-,1,-,1,3,10,18,33,42,56,21,34,13,6,
395,Nemoci aortální chlopně,46,-,-,-,-,-,-,-,-,-,-,-,1,1,-,6,3,5,10,7,6,5,2,
396,Současné onemocnění chlopně dvojcípé a aortální,124,-,-,-,-,-,-,-,-,-,-,-,-,1,5,6,11,18,27,15,21,17,3,
397,Jiná postižení srdeční nitroblány,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,1,1,-,
398,Jiné revmatické nemoci srdce,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,
401,Esenciální hypertense,133,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,10,9,10,10,31,38,19,
402,Hypertensní kardiopatie,177,-,-,-,-,-,-,-,-,-,-,-,1,2,-,7,9,8,31,26,36,34,23,
403,Hypertensní nefropatie,33,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,4,3,7,9,6,
404,Hypertensní nefropatie a kardiopatie,27,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,5,4,2,6,6,
405,Sekundární hypertense,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,
410,Akutní infarkt myokardu,6 946,-,-,-,-,-,-,-,1,1,2,3,9,29,65,108,280,551,1 001,882,1 611,1 404,999,
411,Jiné akutní nebo subakutní formy ischemické choroby srdeční,187,-,-,-,-,-,-,-,-,-,-,-,2,1,8,9,13,16,17,20,38,31,32,
412,Infarkt myokardu starší než 8 týdnů,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,3,1,2,
413,Angina pectoris,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,2,8,5,
414,Jiné formy chronické ischemická choroby srdeční,9 008,-,-,-,-,-,-,-,-,-,1,1,3,15,24,37,115,271,627,712,1 872,2 416,2 914,
415,Akutní postižení srdce při onemocnění plic,554,-,-,-,-,-,-,-,-,-,-,1,3,9,6,17,21,37,78,64,122,123,73,
416,Chronické cor pulmonale,120,-,-,-,-,-,-,-,-,-,-,-,1,4,5,4,7,12,17,10,23,21,16,
417,Jiné nemoci plicního oběhu,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-,-,
420,Akutní zánět osrdečníku,4,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,1,1,
421,Akutní nebo a subakutní zánět srdeční nitroblány,21,-,-,-,-,-,-,-,-,1,-,1,-,-,1,3,-,3,5,2,2,2,1,
422,Akutní zánět srdečního svalu,14,1,-,1,-,-,-,-,-,1,1,-,2,1,3,1,-,-,1,-,2,-,-,
423,Jiné nemoci osrdečníku,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,2,1,-,
424,Jiné nemoci srdeční nitroblány,57,-,-,-,-,-,-,-,-,1,-,1,3,2,2,1,3,7,9,6,12,7,3,
425,Kardiomyopatie,59,2,-,-,-,-,-,-,1,1,1,1,3,4,2,9,1,3,11,2,5,5,8,
426,Poruchy vedení srdečních vzruchů,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,4,
427,Srdeční arytmie,124,-,-,-,-,-,-,-,1,-,1,-,-,-,1,2,2,4,12,13,26,28,34,
428,Selhání srdce,704,-,-,-,-,-,-,-,1,-,-,5,4,10,9,16,30,34,68,45,133,147,202,
429,Nepřesně popsané srdeční nemoci a komplikace,136,-,1,-,-,-,-,-,-,-,-,-,1,3,2,4,7,10,15,14,20,22,37,
430,Subarachnoidální kvácení,154,1,-,-,-,-,-,-,2,1,1,2,12,16,15,13,19,10,22,6,20,11,3,
431,Mozkové krvácení,1 089,-,-,-,-,-,-,-,-,1,-,6,11,20,29,32,59,81,127,87,209,245,182,
432,Jiné nebo blíže neurčené nitrolební krvácení,15,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,2,1,6,1,2,
433,Okluze nebo stenóza mimolebečních tepen,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,3,3,5,4,4,
434,Okluze mozkových tepen,1 524,-,-,-,-,-,-,-,-,-,1,1,2,4,5,14,43,68,164,158,340,380,344,
435,Přechodná mozková ischemie,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,
436,"Akutní, ale nepřesně určená cévní onemocnění mozku",8 470,-,-,-,-,-,-,-,-,1,-,3,-,4,11,43,106,315,739,812,1 999,2 339,2 098,
437,Jiná a nepřesně určená cévní onemocnění mozku,2 250,-,-,-,-,-,-,-,-,-,-,-,1,1,3,7,3,35,103,139,475,679,804,
438,Pozdní následky cévních onemocnění mozku,19,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,2,-,1,1,2,5,6,
440,"Ateroskleróza (mimo tepny mozkové, věnčité, mezenterickou, plicní a ledvinné tepénky)",4 933,-,-,-,-,-,-,-,-,-,-,-,-,-,8,15,26,70,224,299,912,1 410,1 969,
441,Výduť srdečnice,76,-,-,-,-,-,-,1,-,-,1,-,2,3,2,3,9,8,6,5,16,14,6,
442,Jiné výdutě,7,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,2,2,-,-,-,-,
443,Jiné nemoci periferních tepen,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,3,
