1942,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,
MKN (1938),Název,Celkem,0,1-4,5-14,15-24,25-34,35-44,45-54,55-64,65-74,75 a více,Nezjiš- těno
XII,Nemoci kůže a vaziva podkožního,180,125,1,2,5,3,6,5,11,7,15,-
151,Nežitina (furunculosis),92,79,-,2,1,3,1,1,2,2,1,-
152,Zánět podkožního vaziva,37,11,-,-,1,-,5,3,5,4,8,-
153,Jiné nemoci kůže a vaziva podkožního,51,35,1,-,3,-,-,1,4,1,6,-
,,,,,,,,,,,,,
XIII,Nemoci kostí a ústrojí pohybu,168,9,1,13,7,5,6,8,14,31,74,-
154,Zánět dřeně kostní a okostice,51,3,1,10,5,1,3,3,10,7,8,-
155,Jiné nemoci kostí,86,3,-,1,-,-,-,2,2,20,58,-
156a,Nemoci kloubů a ostatních orgánů pohybu: kloubů,18,3,-,2,1,-,1,1,2,2,6,-
156b,Nemoci kloubů a ostatních orgánů pohybu: ostatních orgánů pohybu,13,-,-,-,1,4,2,2,-,2,2,-
,,,,,,,,,,,,,
XIV,Vrozené vady vývojové,178,164,8,6,-,-,-,-,-,-,-,-
157a,Vrozené vady vývojové: vrozená vodnatelnost mozku,16,13,2,1,-,-,-,-,-,-,-,-
157b,Vrozené vady vývojové: rozštěp páteře a kýla omozečnicová,25,24,1,-,-,-,-,-,-,-,-,-
157c,Vrozené vady vývojové: vrozené anomalie tvaru srdce,91,82,4,5,-,-,-,-,-,-,-,-
157d,Vrozené vady vývojové: zrůdy,-,-,-,-,-,-,-,-,-,-,-,-
157,Vrozené vady vývojové: vrozené zúžení vrátníku,3,3,-,-,-,-,-,-,-,-,-,-
157f,Vrozené vady vývojové: rozštěp patra,12,12,-,-,-,-,-,-,-,-,-,-
157g,Vrozené vady vývojové: zarostění řiti,1,1,-,-,-,-,-,-,-,-,-,-
157h,Vrozené vady vývojové: jiné vady vývojové,28,27,1,-,-,-,-,-,-,-,-,-
157i,Vrozené vady vývojové: bez bližšího označení,2,2,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,
XV,Zvláštní nemoci útlého věku,1769,1769,-,-,-,-,-,-,-,-,-,-
158,Vrozená slabost dětí donošených,507,507,-,-,-,-,-,-,-,-,-,-
159,Předčasné narození,840,840,-,-,-,-,-,-,-,-,-,-
160,Následky porodu,144,144,-,-,-,-,-,-,-,-,-,-
161a,Jiné zvláštní nemoci útlého věku: asphyxie při nebo po porodu,146,146,-,-,-,-,-,-,-,-,-,-
161b,Jiné zvláštní nemoci útlého věku: nákazy novorozenců,102,102,-,-,-,-,-,-,-,-,-,-
161c,Jiné zvláštní nemoci útlého věku: melaena neonatorum,3,3,-,-,-,-,-,-,-,-,-,-
161d,Jiné zvláštní nemoci útlého věku: jiné nemoci novorozenců,27,27,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,
XVI,Stařecká sešlost,3879,-,-,-,-,-,-,-,-,551,3328,-
162a,Stařecká sešlost u osob ve věku 65 a více let: s demencí stařeckou,108,-,-,-,-,-,-,-,-,25,83,-
162b,Stařecká sešlost u osob ve věku 65 a více let: bez údaje o stařecké demenci,3771,-,-,-,-,-,-,-,-,526,3245,-
,,,,,,,,,,,,,
XVII ,Zevní příčiny smrti,1469,22,77,40,140,181,227,231,198,188,165,-
SE,Sebevraždy,659,-,-,1,67,84,112,129,121,91,54,-
163a,Sebevražda otravou látkami žíravými,26,-,-,-,10,5,4,2,2,1,2,-
163b,Sebevražda otravou léky utišujícími a látkami omamnými,54,-,-,-,2,6,7,5,17,10,7,-
163c,Sebevražda otravou léky uspávajícími,37,-,-,-,1,2,11,5,4,8,6,-
163d,Sebevražda otravou jinými blíže neoznačenými jedy pevnými a tekutými,56,-,-,-,10,8,9,13,6,8,2,-
163,Sebevražda otravou svítiplynem,30,-,-,-,3,3,9,7,1,5,2,-
163f,Sebevražda otravou jinými a nerozlišenými jedovatými plyny,21,-,-,-,1,8,5,3,4,-,-,-
164a,Jiné sebevraždy oběšením a uškrcením,286,-,-,1,18,32,45,66,60,36,28,-
164b,Jiné sebevraždy utopením,82,-,-,-,11,9,12,14,17,16,3,-
164c,Jiné sebevraždy střelnými zbraněmi a výbušnými látkami,-,-,-,-,-,-,-,-,-,-,-,-
164d,Jiné sebevraždy nástroji řeznými a bodnými,11,-,-,-,-,2,2,2,3,1,1,-
164,Jiné sebevraždy skokem s výše,16,-,-,-,1,2,1,5,4,2,1,-
164f,Jiné sebevraždy přejetím,17,-,-,-,4,4,3,3,1,1,1,-
164g,Ostatní sebevraždy blíže neoznačené,7,-,-,-,-,1,2,2,1,1,-,-
164h,Sebevraždy bez bližšího označení,16,-,-,-,6,2,2,2,1,2,1,-
NA,Vraždy a zabití,18,3,1,-,3,4,3,2,1,1,-,-
165a,Vražda dítěte do 1 roku: zjištěná násilná smrt,2,2,-,-,-,-,-,-,-,-,-,-
165b,Vražda dítěte do 1 roku: nalezená mrtvola dítěte,1,1,-,-,-,-,-,-,-,-,-,-
166,Vražda a zabití střelnou zbraní osob ve věku 1 rok a vyšším,3,-,-,-,2,-,1,-,-,-,-,-
167,Vražda a zabití nástroji řeznými a bodnými osob ve věku 1 rok a vyšším,4,-,-,-,-,1,1,2,-,-,-,-
168a,Jiné vraždy a zabití osob ve věku 1 rok a vyšším: jiným způsobem,4,-,-,-,1,2,-,-,-,1,-,-
168b,Jiné vraždy a zabití osob ve věku 1 rok a vyšším: způsobem blíže neoznačeným,4,-,1,-,-,1,1,-,1,-,-,-
,Úrazy,583,19,76,39,45,31,50,65,53,94,111,-
DN,Úrazy při dopravě,74,-,6,6,7,4,6,15,8,13,9,-
169a,Úrazy způsobené železnicí: poranění zaměstnanců,1,-,-,-,-,1,-,-,-,-,-,-
169b,Úrazy způsobené železnicí: ostatních osob,32,-,1,1,2,1,3,9,4,5,6,-
170a,Úrazy způsobené motorovými vozidly: při srážce se železnicí,-,-,-,-,-,-,-,-,-,-,-,-
170b,Úrazy způsobené motorovými vozidly: při srážce s jinými motorovými vozid,-,-,-,-,-,-,-,-,-,-,-,-
170c,Úrazy způsobené motorovými vozidly: při srážce s jinými dopravními prostředky,-,-,-,-,-,-,-,-,-,-,-,-
170d,"Úrazy způsobené motorovými vozidly: nárazem, vymrštěním a převrhnutím těchto motorových vozidel",-,-,-,-,-,-,-,-,-,-,-,-
170,Úrazy způsobené motorovými vozidly: přejetím,17,-,5,2,2,-,-,2,2,3,1,-
170f,Ostatní a blíže neoznačené úrazy motorovými vozidly,17,-,-,2,1,2,1,3,2,4,2,-
171a,Ostatní úrazy při pouliční dopravě:srážka s ostatními vozidly,-,-,-,-,-,-,-,-,-,-,-,-
171b,"Ostatní úrazy při pouliční dopravě: nárazem, vymrštěním,  převrhnutím těchto motrových vozidel",4,-,-,-,2,-,2,-,-,-,-,-
171c,Ostatní úrazy při pouliční dopravě: přejetím těmito vozidly,3,-,-,1,-,-,-,1,-,1,-,-
172a,Úrazy při dopravě po vodě: utonutím pádem do vody a potopením,-,-,-,-,-,-,-,-,-,-,-,-
172b,Úrazy při dopravě po vodě: ostatní úrazy,-,-,-,-,-,-,-,-,-,-,-,-
173a,Úrazy při dopravě vzduchem: letadly,-,-,-,-,-,-,-,-,-,-,-,-
173b,Úrazy při dopravě vzduchem:  kluzáky,-,-,-,-,-,-,-,-,-,-,-,-
173c,Úrazy při dopravě vzduchem:  při seskoku padákem,-,-,-,-,-,-,-,-,-,-,-,-
173d,Úrazy při dopravě vzduchem:  jiné letecké úrazy,-,-,-,-,-,-,-,-,-,-,-,-
174,Úrazy v dolech a lomech,1,-,-,-,-,-,1,-,-,-,-,-
175a,Úrazy při zemědělství a lesnictví: hospodářskými stroji nebo vozidly (nikoli při dopravě silniční,2,-,-,1,-,-,1,-,-,-,-,-
175b,Úrazy při zemědělství a lesnictví:  jedovatými zvířaty,-,-,-,-,-,-,-,-,-,-,-,-
175c,Úrazy při zemědělství a lesnictví:  ostaními zvířaty,3,-,-,-,-,-,-,-,-,2,1,-
175d,Úrazy při zemědělství a lesnictví:  ostatní úrazy,6,-,-,-,-,-,1,3,1,1,-,-
176,Úrazy způsobené stroji,2,-,-,-,-,-,2,-,-,-,-,-
177a,Otrava potravinami: otrava houbami,3,-,1,-,-,-,-,-,2,-,-,-
177b,Otrava ostatními potravinami,3,-,-,-,1,1,-,-,-,1,-,-
178a,Vdechování jedovatých plynů: svítiplynu,1,-,-,-,-,-,-,1,-,-,-,-
178b,Vdechování ostatních jedovatých plynů,32,-,2,1,3,-,2,2,8,8,6,-
179,"Jiné prudké otravy, vyjma otravy plynem",15,-,2,1,3,-,4,3,-,2,-,-
180,Následky požáru,4,-,-,-,-,-,1,-,-,-,3,-
181,Popálení a opaření (nikoliv při požáru),109,8,36,6,5,7,5,12,4,10,16,-
182,Mechanické zadušení,14,7,2,-,1,-,1,1,1,1,-,-
183,Utopení,83,2,22,13,10,3,6,7,4,7,9,-
184,Poranění střelnými zbraněmi,3,-,-,-,1,1,1,-,-,-,-,-
185,Poranění nástroji řeznými a bodnými,5,-,-,-,1,-,2,1,-,1,-,-
186a,"Poranění pádem, rozdrcením, sřícením: pádem s výše",22,-,1,1,-,2,1,-,5,10,2,-
186b,"Poranění pádem, rozdrcením, sřícením: rozdrcením",3,-,2,-,1,-,-,-,-,-,-,-
186c,"Poranění pádem, rozdrcením, sřícením: upadnutím, uklouznutím",31,-,-,-,-,-,-,1,1,8,21,-
187,Poranění při živelných pohromách,-,-,-,-,-,-,-,-,-,-,-,-
188,Poranění způsobená zvířaty,1,-,-,-,1,-,-,-,-,-,-,-
189,"Vyhladovění, žízeň",-,-,-,-,-,-,-,-,-,-,-,-
190,Neobvyklá zima,15,-,-,1,-,1,2,2,3,4,2,-
191,Neobvyklé teplo,2,1,-,1,-,-,-,-,-,-,-,-
192,Poranění bleskem,12,-,-,2,1,3,1,4,-,-,1,-
193,Úrazy způsobené elektrickým proudem,11,-,1,-,1,3,5,1,-,-,-,-
194,Úrazy způsobené jedovatými zvířaty,-,-,-,-,-,-,-,-,-,-,-,-
195,Jiné úrazy nebo zevní příčiny,126,1,1,6,9,6,8,12,16,26,41,-
196,Úmrtí vojenských osob při válečných akcích,-,-,-,-,-,-,-,-,-,-,-,-
197,Úmrtí civilních osob při válečných akcích,-,-,-,-,-,-,-,-,-,-,-,-
198a,Soudní poprava,209,-,-,-,25,62,62,35,23,2,-,-
198b,Smrt ve vězení a následky vězení,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,
XVIII,Neurčité příčiny smrti,220,8,8,3,3,10,9,23,72,46,38,-
199,Náhlá smrt,11,1,-,-,-,1,2,1,2,1,3,-
200a,"Blíže neoznačené nebo nedostatečně určené příčiny: mrtvice, srdeční slabost, ochrnutí srdce bez jakéhokoliv vysvětlujícího údaje",121,2,3,3,-,5,6,17,23,30,32,-
200b,Blíže neoznačené nebo nedostatečně určené příčiny: ostatní nedostatečně udané příčiny,85,5,5,-,2,4,1,4,46,15,3,-
200c,"Blíže neoznačené nebo nedostatečně určené příčiny: nalezené mrtvoly, u nichž je příčina smrti neznáma",3,-,-,-,1,-,-,1,1,-,-,-
