1948,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,
MKN (1938),Název,Celkem,0,1-4,5-14,15-24,25-34,35-44,45-54,55-64,65-74,75-84,85+,Nezjiš- těno
147a,Otrava krve při porodu a při stavu poporodním: horečka omladnic a ztrnutí poporodní (všeobecná  a místní infekce),28,-,-,-,9,12,6,1,-,-,-,-,-
147b,Otrava krve při porodu a při stavu poporodním: thrombophlebitis puerperalis,2,-,-,-,-,1,1,-,-,-,-,-,-
147c,Otrava krve při porodu a při stavu poporodním: embolie a náhlá smrt puerperální,7,-,-,-,3,-,4,-,-,-,-,-,-
148a,Toxikosy ve stavu poporodním: eclampsie,15,-,-,-,5,6,4,-,-,-,-,-,-
148b,Toxikosy ve stavu poporodním: albuminurie a zánět ledvin,1,-,-,-,1,-,-,-,-,-,-,-,-
148c,Toxikosy ve stavu poporodním: jiné toxikosy,-,-,-,-,-,-,-,-,-,-,-,-,-
149a,Jiné příhody porodu: ruptura a jiné poranění porodních ústrojí při porodu (bez krvácení),17,-,-,-,2,8,7,-,-,-,-,-,-
149b,Jiné příhody porodu: ostatní příhody,19,-,-,-,6,5,8,-,-,-,-,-,-
150,Jiné a blíže neoznačené nemoci porodu a stavu poporodního,8,-,-,-,-,3,5,-,-,-,-,-,-
,,,,,,,,,,,,,,
XII,Nemoci kůže a vaziva podkožního,116,73,4,-,-,1,3,5,3,11,9,7,-
151,Nežitina (furunculosis),60,49,2,-,-,-,-,1,-,5,1,2,-
152,Zánět podkožního vaziva,15,7,-,-,-,-,-,-,1,1,4,2,-
153,Jiné nemoci kůže a vaziva podkožního,41,17,2,-,-,1,3,4,2,5,4,3,-
,,,,,,,,,,,,,,
XIII,Nemoci kostí a ústrojí pohybu,129,2,2,6,2,1,1,4,13,23,46,29,-
154,Zánět dřeně kostní a okostice,21,2,1,2,1,1,-,2,3,2,6,1,-
155,Jiné nemoci kostí,79,-,-,1,-,-,-,-,4,12,35,27,-
156a,Nemoci kloubů a ostatních orgánů pohybu: kloubů,11,-,-,2,-,-,-,-,3,3,3,-,-
156b,Nemoci kloubů a ostatních orgánů pohybu: ostatních orgánů pohybu,18,-,1,1,1,-,1,2,3,6,2,1,-
,,,,,,,,,,,,,,
XIV,Vrozené vady vývojové,347,328,16,3,-,-,-,-,-,-,-,-,-
157a,Vrozené vady vývojové: vrozená vodnatelnost mozku,32,29,3,-,-,-,-,-,-,-,-,-,-
157b,Vrozené vady vývojové: rozštěp páteře a kýla omozečnicová,25,25,-,-,-,-,-,-,-,-,-,-,-
157c,Vrozené vady vývojové: vrozené anomalie tvaru srdce,207,191,13,3,-,-,-,-,-,-,-,-,-
157d,Vrozené vady vývojové: zrůdy,6,6,-,-,-,-,-,-,-,-,-,-,-
157,Vrozené vady vývojové: vrozené zúžení vrátníku,5,5,-,-,-,-,-,-,-,-,-,-,-
157f,Vrozené vady vývojové: rozštěp patra,9,9,-,-,-,-,-,-,-,-,-,-,-
157g,Vrozené vady vývojové: zarostění řiti,2,2,-,-,-,-,-,-,-,-,-,-,-
157h,Vrozené vady vývojové: jiné vady vývojové,60,60,-,-,-,-,-,-,-,-,-,-,-
157i,Vrozené vady vývojové: bez bližšího označení,1,1,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,
XV,Zvláštní nemoci útlého věku,1832,1832,-,-,-,-,-,-,-,-,-,-,-
158,Vrozená slabost dětí donošených,408,408,-,-,-,-,-,-,-,-,-,-,-
159,Předčasné narození,938,938,-,-,-,-,-,-,-,-,-,-,-
160,Následky porodu,203,203,-,-,-,-,-,-,-,-,-,-,-
161a,Jiné zvláštní nemoci útlého věku: asphyxie při nebo po porodu,173,173,-,-,-,-,-,-,-,-,-,-,-
161b,Jiné zvláštní nemoci útlého věku: nákazy novorozenců,34,34,-,-,-,-,-,-,-,-,-,-,-
161c,Jiné zvláštní nemoci útlého věku: melaena neonatorum,9,9,-,-,-,-,-,-,-,-,-,-,-
161d,Jiné zvláštní nemoci útlého věku: jiné nemoci novorozenců,67,67,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,
XVI,Stařecká sešlost,3138,-,-,-,-,-,-,-,-,380,1576,1182,-
162a,Stařecká sešlost u osob ve věku 65 a více let: s demencí stařeckou,110,-,-,-,-,-,-,-,-,28,53,29,-
162b,Stařecká sešlost u osob ve věku 65 a více let: bez údaje o stařecké demenci,3028,-,-,-,-,-,-,-,-,352,1523,1153,-
,,,,,,,,,,,,,,
XVII ,Zevní příčiny smrti,1611,32,141,87,151,132,211,255,213,199,141,47,2
SE,Sebevraždy,659,-,-,1,80,65,130,157,115,65,36,9,1
163a,Sebevražda otravou látkami žíravými,21,-,-,-,7,2,3,3,5,-,1,-,-
163b,Sebevražda otravou léky utišujícími a látkami omamnými,10,-,-,-,1,1,-,7,1,-,-,-,-
163c,Sebevražda otravou léky uspávajícími,7,-,-,-,2,4,-,1,-,-,-,-,-
163d,Sebevražda otravou jinými blíže neoznačenými jedy pevnými a tekutými,36,-,-,-,10,7,12,5,2,-,-,-,-
163,Sebevražda otravou svítiplynem,39,-,-,-,9,7,13,3,5,2,-,-,-
163f,Sebevražda otravou jinými a nerozlišenými jedovatými plyny,29,-,-,-,7,4,3,4,7,1,3,-,-
164a,Jiné sebevraždy oběšením a uškrcením,318,-,-,-,16,16,76,80,64,36,22,8,-
164b,Jiné sebevraždy utopením,88,-,-,-,6,10,9,24,14,18,7,-,-
164c,Jiné sebevraždy střelnými zbraněmi a výbušnými látkami,19,-,-,-,11,3,1,4,-,-,-,-,-
164d,Jiné sebevraždy nástroji řeznými a bodnými,6,-,-,-,-,-,1,2,2,1,-,-,-
164,Jiné sebevraždy skokem s výše,36,-,-,1,3,4,5,11,8,2,2,-,-
164f,Jiné sebevraždy přejetím,37,-,-,-,7,5,5,9,4,4,1,1,1
164g,Ostatní sebevraždy blíže neoznačené,3,-,-,-,-,-,1,1,-,1,-,-,-
164h,Sebevraždy bez bližšího označení,10,-,-,-,1,2,1,3,3,-,-,-,-
NA,Vraždy a zabití,61,6,10,5,9,10,10,5,2,2,1,1,-
165a,Vražda dítěte do 1 roku: zjištěná násilná smrt,6,6,-,-,-,-,-,-,-,-,-,-,-
165b,Vražda dítěte do 1 roku: nalezená mrtvola dítěte,-,-,-,-,-,-,-,-,-,-,-,-,-
166,Vražda a zabití střelnou zbraní osob ve věku 1 rok a vyšším,25,-,1,2,5,8,7,1,1,-,-,-,-
167,Vražda a zabití nástroji řeznými a bodnými osob ve věku 1 rok a vyšším,13,-,4,-,1,-,2,4,1,1,-,-,-
168a,Jiné vraždy a zabití osob ve věku 1 rok a vyšším: jiným způsobem,14,-,5,2,2,2,1,-,-,1,1,-,-
168b,Jiné vraždy a zabití osob ve věku 1 rok a vyšším: způsobem blíže neoznačeným,3,-,-,1,1,-,-,-,-,-,-,1,-
,Úrazy,888,26,131,81,62,56,70,93,95,132,104,37,1
DN,Úrazy při dopravě,216,-,22,26,24,18,26,29,27,24,19,1,-
169a,Úrazy způsobené železnicí: poranění zaměstnanců,1,-,-,-,-,-,-,-,1,-,-,-,-
169b,Úrazy způsobené železnicí: ostatních osob,43,-,5,3,6,6,3,6,6,6,2,-,-
170a,Úrazy způsobené motorovými vozidly: při srážce se železnicí,9,-,-,1,-,1,4,-,1,2,-,-,-
170b,Úrazy způsobené motorovými vozidly: při srážce s jinými motorovými vozid,2,-,1,-,-,1,-,-,-,-,-,-,-
170c,Úrazy způsobené motorovými vozidly: při srážce s jinými dopravními prostředky,4,-,-,-,2,-,1,-,-,-,-,1,-
170d,"Úrazy způsobené motorovými vozidly: nárazem, vymrštěním a převrhnutím těchto motorových vozidel",52,-,4,8,7,7,4,5,8,2,7,-,-
170,Úrazy způsobené motorovými vozidly: přejetím,36,-,6,8,2,1,4,3,4,5,3,-,-
170f,Ostatní a blíže neoznačené úrazy motorovými vozidly,46,-,4,4,3,1,4,9,7,8,6,-,-
171a,Ostatní úrazy při pouliční dopravě:srážka s ostatními vozidly,1,-,-,-,-,-,1,-,-,-,-,-,-
171b,"Ostatní úrazy při pouliční dopravě: nárazem, vymrštěním,  převrhnutím těchto motrových vozidel",14,-,-,-,2,-,4,6,-,1,1,-,-
171c,Ostatní úrazy při pouliční dopravě: přejetím těmito vozidly,6,-,2,2,1,1,-,-,-,-,-,-,-
172a,Úrazy při dopravě po vodě: utonutím pádem do vody a potopením,-,-,-,-,-,-,-,-,-,-,-,-,-
172b,Úrazy při dopravě po vodě: ostatní úrazy,-,-,-,-,-,-,-,-,-,-,-,-,-
173a,Úrazy při dopravě vzduchem: letadly,1,-,-,-,-,-,1,-,-,-,-,-,-
173b,Úrazy při dopravě vzduchem:  kluzáky,-,-,-,-,-,-,-,-,-,-,-,-,-
173c,Úrazy při dopravě vzduchem:  při seskoku padákem,-,-,-,-,-,-,-,-,-,-,-,-,-
173d,Úrazy při dopravě vzduchem:  jiné letecké úrazy,1,-,-,-,1,-,-,-,-,-,-,-,-
174,Úrazy v dolech a lomech,2,-,-,-,1,-,1,-,-,-,-,-,-
175a,Úrazy při zemědělství a lesnictví: hospodářskými stroji nebo vozidly (nikoli při dopravě silniční,12,-,-,1,-,2,1,-,3,4,1,-,-
175b,Úrazy při zemědělství a lesnictví:  jedovatými zvířaty,-,-,-,-,-,-,-,-,-,-,-,-,-
175c,Úrazy při zemědělství a lesnictví:  ostaními zvířaty,10,-,-,1,-,2,2,1,2,2,-,-,-
175d,Úrazy při zemědělství a lesnictví:  ostatní úrazy,22,-,-,-,1,-,4,3,5,7,1,1,-
176,Úrazy způsobené stroji,2,-,1,-,1,-,-,-,-,-,-,-,-
177a,Otrava potravinami: otrava houbami,8,-,-,2,-,-,1,3,1,-,1,-,-
177b,Otrava ostatními potravinami,1,-,-,-,-,-,1,-,-,-,-,-,-
178a,Vdechování jedovatých plynů: svítiplynu,20,-,1,1,4,1,1,1,3,3,4,1,-
178b,Vdechování ostatních jedovatých plynů,39,2,4,3,4,2,2,2,6,7,4,3,-
179,"Jiné prudké otravy, vyjma otravy plynem",28,-,4,2,5,3,1,5,4,4,-,-,-
180,Následky požáru,1,-,-,-,-,-,-,1,-,-,-,-,-
181,Popálení a opaření (nikoliv při požáru),108,6,32,10,4,9,5,5,6,13,15,3,-
182,Mechanické zadušení,32,16,7,-,1,1,2,2,-,3,-,-,-
183,Utopení,97,1,44,16,5,2,5,5,6,2,7,4,-
184,Poranění střelnými zbraněmi,10,-,1,2,3,1,1,1,-,1,-,-,-
185,Poranění nástroji řeznými a bodnými,1,-,1,-,-,-,-,-,-,-,-,-,-
186a,"Poranění pádem, rozdrcením, sřícením: pádem s výše",31,1,2,-,1,-,-,8,8,6,4,1,-
186b,"Poranění pádem, rozdrcením, sřícením: rozdrcením",4,-,1,-,1,2,-,-,-,-,-,-,-
186c,"Poranění pádem, rozdrcením, sřícením: upadnutím, uklouznutím",28,-,-,-,-,-,-,1,2,10,10,5,-
187,Poranění při živelných pohromách,-,-,-,-,-,-,-,-,-,-,-,-,-
188,Poranění způsobená zvířaty,1,-,-,-,-,1,-,-,-,-,-,-,-
189,"Vyhladovění, žízeň",-,-,-,-,-,-,-,-,-,-,-,-,-
190,Neobvyklá zima,4,-,-,1,-,-,1,-,-,1,-,1,-
191,Neobvyklé teplo,4,-,-,-,-,-,1,-,-,1,2,-,-
192,Poranění bleskem,7,-,-,1,-,1,2,-,1,2,-,-,-
193,Úrazy způsobené elektrickým proudem,8,-,1,-,-,5,1,-,1,-,-,-,-
194,Úrazy způsobené jedovatými zvířaty,-,-,-,-,-,-,-,-,-,-,-,-,-
195,Jiné úrazy nebo zevní příčiny,192,-,10,15,7,6,12,26,20,42,36,17,1
196,Úmrtí vojenských osob při válečných akcích,-,-,-,-,-,-,-,-,-,-,-,-,-
197,Úmrtí civilních osob při válečných akcích,-,-,-,-,-,-,-,-,-,-,-,-,-
198a,Soudní poprava,3,-,-,-,-,1,1,-,1,-,-,-,-
198b,Smrt ve vězení a následky vězení,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,
XVIII,Neurčité příčiny smrti,241,3,6,6,5,6,14,22,74,58,43,4,-
199,Náhlá smrt,7,2,-,-,-,-,-,-,2,3,-,-,-
200a,"Blíže neoznačené nebo nedostatečně určené příčiny: mrtvice, srdeční slabost, ochrnutí srdce bez jakéhokoliv vysvětlujícího údaje",170,-,1,2,4,6,12,14,41,49,40,1,-
200b,Blíže neoznačené nebo nedostatečně určené příčiny: ostatní nedostatečně udané příčiny,64,1,5,4,1,-,2,8,31,6,3,3,-
200c,"Blíže neoznačené nebo nedostatečně určené příčiny: nalezené mrtvoly, u nichž je příčina smrti neznáma",-,-,-,-,-,-,-,-,-,-,-,-,-
