1964,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1955),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Novotvary,12 751,14,10,11,13,6,29,33,51,43,44,76,125,274,266,916,1 648,2 455,2 461,1 907,1 384,722,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Zhoubný novotvar rtu,17,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,-,-,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Zhoubný novotvar jazyka,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,3,5,7,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Zhoubný novotvar slinných žláz,13,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,6,2,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Zhoubný novotvar spodiny ústní,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Zhoubný novotvar jiných částí úst a zhoubný novotvar neurčené části dutiny ústní,50,-,-,-,-,-,-,-,-,-,-,-,-,1,-,5,9,5,10,7,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Zhoubný novotvar ústní částí hltanu a mandlí,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,6,2,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Zhoubný novotvar nosohltanu,7,-,-,-,-,-,-,-,-,1,-,1,-,-,1,2,2,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Zhoubný novotvar hrtanové části hltanu,10,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,1,2,-,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Zhoubný novotvar neurčené části hltanu,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,3,2,3,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Zhoubný novotvar jícnu,201,-,-,-,-,-,-,-,-,-,-,-,-,2,2,12,18,35,37,39,28,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Zhoubný novotvar žaludku,2 627,-,-,-,-,-,-,-,-,1,2,6,20,57,43,196,302,480,508,429,342,194,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Zhoubný novotvar tenkého střeva a dvanácterníku,24,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,4,2,6,5,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Zhoubný novotvar tlustého střeva vyjma konečníku,459,-,-,-,-,-,-,-,-,1,1,2,4,11,14,33,61,77,65,79,58,41,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Zhoubný novotvar konečníku,570,-,-,-,-,-,-,-,-,1,1,5,4,10,15,43,62,85,103,96,71,54,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Zhoubný novotvar žlučových cest a jater (určený jako primární),611,-,1,-,-,-,-,-,1,1,2,1,5,9,6,45,78,116,129,82,74,45,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Zhoubný novotvar jater (sekundární nebo neurčený),2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Zhoubný novotvar slinivky břišní,479,-,-,-,-,-,-,-,-,-,1,1,3,13,19,49,70,79,84,62,58,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Zhoubný novotvar pobřišnice,25,-,-,-,-,-,-,-,-,-,-,-,1,2,2,5,4,2,5,3,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Zhoubný novotvar neurčené části trávicího ústrojí,187,-,-,-,-,-,-,-,1,-,-,1,1,4,6,12,17,20,31,42,26,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"Zhoubný novotvar nosu, dutiny nosní, středního ucha a vedlejších dutin",11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,4,-,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Zhoubný novotvar hrtanu,189,-,-,-,-,-,-,-,-,-,-,-,-,8,7,11,21,37,36,33,20,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"Zhoubný novotvar průdušnice, průdušek, plic, určený jako primární",3 956,-,-,-,-,-,-,-,-,1,-,9,18,53,64,263,630,1 004,922,549,319,106,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"Zhoubný novotvar plic a průdušek, neurčený jako primární nebo sekundární",9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,2,1,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Zhoubný novotvar mezihrudí,60,-,-,-,-,-,-,1,-,-,-,1,-,2,1,8,7,15,12,6,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Zhoubný novotvar hrudních orgánů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Zhoubný novotvar prsů,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,2,3,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Zhoubný novotvar hrdla děložního,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Zhoubný novotvar těla děložního,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Zhoubný novotvar jiných částí dělohy a chorioepitheliom,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Zhoubný novotvar neurčené části dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"Zhoubný novotvar vaječníku, vejcovodu, širokého vazu",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Zhoubný novotvar jiných nebo blíže neurčených ženských orgánů pohlavních,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Zhoubný novotvar předstojné žlázy,604,-,-,-,-,-,1,-,1,-,-,-,-,2,1,9,31,56,112,127,148,80,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Zhoubný novotvar varlat,33,-,-,-,-,-,-,-,4,5,4,2,4,3,-,1,2,4,1,1,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Zhoubný novotvar jiných nebo blíže neurčených mužských pohlavních orgánů,33,-,-,-,-,-,-,-,-,1,-,1,-,1,-,3,2,5,6,5,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Zhoubný novotvar ledvin,326,-,3,1,-,-,-,-,1,-,1,-,3,15,12,28,58,58,56,48,23,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Zhoubný novotvar močového měchýře a ostatních močových orgánů,392,-,2,-,-,-,-,-,1,-,-,-,-,3,5,16,32,71,80,91,48,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Zhoubný melanom kůže,58,-,-,-,-,-,-,-,1,1,3,2,3,3,3,9,11,9,2,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Ostatní zhoubné novotvary kůže,75,-,-,-,-,-,-,-,-,1,1,-,2,3,1,5,8,9,15,5,6,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Zhoubný novotvar oka,7,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,1,-,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Zhoubný novotvar mozku a jiných částí ústrojí nervového,225,1,2,-,5,1,6,6,4,-,5,10,13,12,14,26,41,44,22,9,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Zhoubný novotvar štítné žlázy,37,-,-,-,-,-,-,-,1,-,-,1,-,-,-,5,3,10,4,3,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Zhoubný novotvar ostatních žláz s vnitřní sekrecí,21,-,-,1,-,-,-,-,3,1,-,-,2,-,-,1,2,3,4,2,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Zhoubný novotvar kostí (i čelistí),138,-,-,-,-,1,4,3,9,2,-,4,4,3,3,12,16,25,15,23,11,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Zhoubný novotvar pojiva,7,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,1,2,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Zsekundární nebo blíže neurčené zhoubné novotvary mízních uzlin,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Zhoubný novotvar jiného nebo blíže neurčeného umístění,252,-,1,-,1,-,-,1,4,2,2,5,6,9,7,20,23,44,43,33,26,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Lymfosarkom a retikulosarkom,149,1,-,1,1,-,2,2,3,6,6,7,5,7,7,9,20,26,20,14,10,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Hodgkinova nemoc,157,-,-,-,-,-,1,6,4,6,6,4,8,14,9,20,15,20,19,10,10,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Jiné druhy lymfomů,25,4,-,-,-,-,1,-,-,-,-,-,-,2,1,1,2,6,3,3,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Mnohočetný myelom,80,2,-,-,-,-,-,-,-,-,-,-,1,1,-,11,15,17,10,9,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Leukaemie a aleukie,371,4,1,5,5,4,13,13,9,8,8,8,8,15,13,24,45,52,50,42,28,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Mycosis fungoides,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Nezhoubný novotvar dutiny ústní a hltanu,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Nezhoubný novotvar ostatních částí trávicího ústrojí,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,4,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Nezhoubný novotvar dýchacího ústrojí,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Nezhoubný novotvar prsů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Fibromyom dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Ostatní nezhoubné novotvary dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Nezhoubný novotvar vaječníku,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Nezhoubný novotvar ostatních ženských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Nezhoubný novotvar mužských pohlavních orgánů,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Nezhoubný novotvar ledvin a močových cest,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,4,2,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Nezhoubný melanom kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Pilonidální cysta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Ostatní nezhoubné novotvary kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Nezhoubný novotvar mozku a jiných částí ústrojí nervového,31,-,-,-,-,-,-,-,-,2,-,1,3,1,3,3,3,3,3,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Nezhoubný novotvar žláz s vnitřní sekrecí,8,-,-,-,1,-,-,-,-,-,-,1,-,-,1,2,2,-,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Nezhoubný novotvar kostí a chrupek,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Lipom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Jiné nezhoubné novotvary svalů a vaziva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Haemangiom,4,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Nezhoubné novotvary ostatních nebo blíže neurčených orgánů a tkání,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Novotvar neurčené povahy trávicího ústrojí,21,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,4,2,4,3,3,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Novotvar neurčené povahy dýchacího ústrojí,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,1,3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Novotvar neurčené povahy prsů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Novotvar neurčené povahy dělohy,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Novotvar neurčené povahy vaječníků,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Novotvar neurčené povahy ostatních ženských pohlavních orgánů,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Novotvar neurčené povahy jiných pohlavních a močových orgánů,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Novotvar neurčené povahy mozku a jiných částí ústrojí nervového,46,1,-,1,-,-,1,-,2,2,-,2,4,6,1,6,6,3,5,4,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"Novotvar neurčené povahy kůže,soustavy svalové a kosterní",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Novotvar neurčené povahy ostatních nebo blíže neurčených orgánů,8,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III,"Nemoci allergické, žláz s vnitřní sekrecí, výměny látkové a výživy",1 039,9,3,1,-,1,1,3,2,1,4,9,10,12,21,46,99,162,198,220,140,73,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Senná rýma,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Astma,198,-,-,-,-,-,-,-,-,-,-,-,1,2,2,8,16,22,31,45,40,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Angioneurotický oedem,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Kopřivka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Allergický ekzém,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Ostatní allergické poruchy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Vole prosté,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Vole uzlovité netoxické,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Thyreotoxikosa s voletem nebo bez něho,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,3,2,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Myxoedema a kretenismus,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Ostatní nemoci štítné žlázy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Úplavice cukrová,772,-,-,-,-,-,-,-,1,-,4,9,7,9,13,35,79,127,156,171,97,49,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Poruchy vnitřní sekrece slinivky břišní-jiné než úplavice cukrová,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Nemoci příštítných tělísek,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Nemoci hypofysy,4,-,-,-,-,-,-,1,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Nemoci brzlíku,14,7,3,1,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Nemoci nadledvinek,14,2,-,-,-,-,1,-,1,-,-,-,-,-,2,1,-,3,4,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Poruchy činnosti vaječníků,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Poruchy činnosti varlat,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Poruchy činnosti několika žláz s vnitřní sekrecí a ostatní nemoci žláz s vnitřní sekrecí,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Beri-Beri,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Pellagra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Kurděje,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Aktivní křivice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Pozdní následky křivice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Měknutí kostí,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Jiné avitaminosy a stavy z nedostatku výživy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"Otylost, není-li vnitřně sekretorického původu",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Dna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Ostatní nemoci výměny látkové,12,-,-,-,-,-,-,1,-,-,-,-,1,1,1,-,2,4,2,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,Nemoci krve a krvotvorné tkáně,105,-,1,-,-,1,2,-,3,-,-,3,1,2,1,7,8,15,14,20,14,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Zhoubná chudokrevnost a ostatní hyperchromní anemie,26,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,5,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Chudokrevnost z nedostatku železa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
